Source;Target;Type
1;538;Undirected
1;3592;Undirected
1;3734;Undirected
1;4216;Undirected
2;484;Undirected
4;248;Undirected
4;4159;Undirected
5;3334;Undirected
6;3616;Undirected
7;16;Undirected
7;3704;Undirected
7;4196;Undirected
7;4551;Undirected
8;327;Undirected
8;3163;Undirected
8;3726;Undirected
8;4218;Undirected
10;286;Undirected
10;4601;Undirected
11;1710;Undirected
14;4985;Undirected
15;3110;Undirected
16;2051;Undirected
16;3139;Undirected
18;2604;Undirected
18;3846;Undirected
18;4931;Undirected
22;2069;Undirected
22;4109;Undirected
23;3113;Undirected
23;4023;Undirected
25;4134;Undirected
26;1743;Undirected
26;4662;Undirected
27;2035;Undirected
28;169;Undirected
33;252;Undirected
36;3322;Undirected
37;108;Undirected
37;445;Undirected
37;4807;Undirected
39;3029;Undirected
40;1133;Undirected
41;707;Undirected
42;4833;Undirected
43;954;Undirected
43;1509;Undirected
43;1635;Undirected
45;2267;Undirected
46;1342;Undirected
47;1448;Undirected
47;3841;Undirected
47;4884;Undirected
48;2889;Undirected
52;3875;Undirected
54;3242;Undirected
55;4584;Undirected
57;3481;Undirected
57;3750;Undirected
57;4092;Undirected
57;4154;Undirected
57;4918;Undirected
58;2229;Undirected
60;4524;Undirected
62;1638;Undirected
63;2469;Undirected
64;3640;Undirected
65;1742;Undirected
67;3927;Undirected
68;2552;Undirected
68;3526;Undirected
71;2571;Undirected
71;3203;Undirected
71;3994;Undirected
74;3477;Undirected
76;1266;Undirected
76;2298;Undirected
77;3533;Undirected
78;1123;Undirected
78;1616;Undirected
78;3735;Undirected
79;3346;Undirected
81;3234;Undirected
83;3601;Undirected
83;4263;Undirected
84;1018;Undirected
85;497;Undirected
87;4117;Undirected
88;1741;Undirected
89;1992;Undirected
89;4143;Undirected
90;1854;Undirected
90;4843;Undirected
91;2241;Undirected
91;2630;Undirected
92;3007;Undirected
92;4193;Undirected
94;2563;Undirected
94;2805;Undirected
98;552;Undirected
98;3303;Undirected
100;829;Undirected
100;3669;Undirected
101;3539;Undirected
101;4760;Undirected
103;2885;Undirected
105;628;Undirected
105;1346;Undirected
105;1568;Undirected
105;4992;Undirected
106;1338;Undirected
107;2005;Undirected
108;438;Undirected
108;2286;Undirected
109;1025;Undirected
111;4013;Undirected
112;275;Undirected
113;4783;Undirected
116;407;Undirected
116;538;Undirected
116;1278;Undirected
116;4946;Undirected
122;3954;Undirected
123;909;Undirected
123;1056;Undirected
123;2957;Undirected
125;1034;Undirected
127;2993;Undirected
127;3902;Undirected
128;3635;Undirected
130;2500;Undirected
132;2760;Undirected
134;4854;Undirected
136;363;Undirected
136;1878;Undirected
136;3516;Undirected
137;1685;Undirected
137;2011;Undirected
139;3643;Undirected
141;611;Undirected
141;1638;Undirected
141;1709;Undirected
142;3518;Undirected
144;1450;Undirected
144;2612;Undirected
144;3462;Undirected
145;1275;Undirected
145;1581;Undirected
145;2204;Undirected
147;2787;Undirected
147;2929;Undirected
148;171;Undirected
148;3254;Undirected
150;1256;Undirected
151;2111;Undirected
151;2555;Undirected
152;1428;Undirected
153;1125;Undirected
153;3825;Undirected
156;3396;Undirected
157;796;Undirected
157;1475;Undirected
157;3866;Undirected
158;2407;Undirected
160;1519;Undirected
161;287;Undirected
163;1479;Undirected
163;4703;Undirected
166;317;Undirected
168;334;Undirected
170;1536;Undirected
170;2691;Undirected
172;1357;Undirected
174;495;Undirected
176;4636;Undirected
177;2178;Undirected
177;3698;Undirected
177;4862;Undirected
179;2790;Undirected
179;3972;Undirected
180;4899;Undirected
181;1334;Undirected
182;503;Undirected
182;4873;Undirected
183;4570;Undirected
184;4620;Undirected
185;4337;Undirected
186;4824;Undirected
187;382;Undirected
187;1155;Undirected
189;3925;Undirected
190;391;Undirected
192;313;Undirected
194;3576;Undirected
195;4896;Undirected
195;4909;Undirected
196;2055;Undirected
196;4650;Undirected
197;4861;Undirected
198;1019;Undirected
198;1370;Undirected
199;3128;Undirected
199;4583;Undirected
201;699;Undirected
207;757;Undirected
209;3391;Undirected
211;3416;Undirected
211;3945;Undirected
213;2881;Undirected
213;4486;Undirected
213;4706;Undirected
214;1338;Undirected
215;3150;Undirected
216;4597;Undirected
216;4751;Undirected
217;2382;Undirected
218;3581;Undirected
220;4476;Undirected
221;2006;Undirected
223;902;Undirected
224;4368;Undirected
225;354;Undirected
227;818;Undirected
228;1357;Undirected
229;2072;Undirected
229;4433;Undirected
230;453;Undirected
232;3383;Undirected
233;4681;Undirected
235;3940;Undirected
237;678;Undirected
237;938;Undirected
238;2022;Undirected
242;2122;Undirected
242;3091;Undirected
244;4128;Undirected
246;2490;Undirected
247;636;Undirected
247;1001;Undirected
248;1648;Undirected
253;3309;Undirected
254;1992;Undirected
255;2513;Undirected
256;672;Undirected
257;1483;Undirected
259;4543;Undirected
261;4855;Undirected
265;4144;Undirected
266;1217;Undirected
267;1655;Undirected
268;1067;Undirected
268;1701;Undirected
269;4843;Undirected
275;619;Undirected
275;1019;Undirected
276;4998;Undirected
277;459;Undirected
277;2170;Undirected
280;1843;Undirected
281;4854;Undirected
282;1775;Undirected
283;490;Undirected
283;1576;Undirected
283;2262;Undirected
283;2838;Undirected
284;3915;Undirected
285;4004;Undirected
285;4137;Undirected
286;3249;Undirected
287;2387;Undirected
288;4426;Undirected
290;995;Undirected
290;3290;Undirected
291;391;Undirected
293;4012;Undirected
294;4705;Undirected
295;3454;Undirected
296;1839;Undirected
296;1857;Undirected
296;3265;Undirected
296;3864;Undirected
296;4580;Undirected
297;2477;Undirected
300;2771;Undirected
301;3255;Undirected
303;3832;Undirected
304;1635;Undirected
304;1640;Undirected
305;1732;Undirected
305;3269;Undirected
306;791;Undirected
306;1608;Undirected
306;2962;Undirected
309;853;Undirected
312;3529;Undirected
312;4051;Undirected
315;1164;Undirected
316;525;Undirected
316;703;Undirected
317;902;Undirected
317;3923;Undirected
317;4143;Undirected
320;1098;Undirected
321;2347;Undirected
324;3914;Undirected
325;2039;Undirected
325;4310;Undirected
326;2870;Undirected
328;793;Undirected
328;970;Undirected
329;1553;Undirected
329;2610;Undirected
331;2208;Undirected
332;2722;Undirected
333;1327;Undirected
333;4891;Undirected
334;1015;Undirected
334;4576;Undirected
335;1451;Undirected
335;4432;Undirected
337;1903;Undirected
339;3132;Undirected
340;2225;Undirected
340;3343;Undirected
341;990;Undirected
343;1292;Undirected
343;1956;Undirected
343;4320;Undirected
344;1249;Undirected
344;2617;Undirected
345;2378;Undirected
345;4869;Undirected
346;765;Undirected
346;4670;Undirected
347;1411;Undirected
347;2618;Undirected
349;2346;Undirected
349;3986;Undirected
349;4569;Undirected
351;691;Undirected
352;4100;Undirected
353;2837;Undirected
353;4890;Undirected
355;3119;Undirected
355;3391;Undirected
355;4844;Undirected
356;1241;Undirected
357;2751;Undirected
357;4950;Undirected
359;4896;Undirected
361;2956;Undirected
362;4297;Undirected
364;2359;Undirected
365;4172;Undirected
365;4392;Undirected
366;775;Undirected
366;2192;Undirected
367;4377;Undirected
369;4066;Undirected
370;2020;Undirected
370;3381;Undirected
370;3651;Undirected
373;1549;Undirected
373;4359;Undirected
373;4732;Undirected
376;2108;Undirected
378;1646;Undirected
378;2917;Undirected
378;4768;Undirected
382;4836;Undirected
383;3368;Undirected
384;493;Undirected
385;3423;Undirected
387;1191;Undirected
388;1069;Undirected
391;1292;Undirected
391;4154;Undirected
393;457;Undirected
393;905;Undirected
393;4871;Undirected
395;3110;Undirected
396;4562;Undirected
402;2743;Undirected
404;1714;Undirected
405;848;Undirected
405;2956;Undirected
406;4926;Undirected
407;1806;Undirected
407;3234;Undirected
409;431;Undirected
409;3054;Undirected
410;3532;Undirected
411;3322;Undirected
412;3010;Undirected
413;1186;Undirected
414;1469;Undirected
414;3412;Undirected
416;964;Undirected
417;1438;Undirected
418;3848;Undirected
419;1976;Undirected
419;3298;Undirected
419;3358;Undirected
419;3573;Undirected
419;4368;Undirected
420;4114;Undirected
421;2676;Undirected
421;4720;Undirected
422;801;Undirected
423;810;Undirected
424;1163;Undirected
424;3590;Undirected
425;3912;Undirected
429;2821;Undirected
434;1097;Undirected
434;4664;Undirected
435;2505;Undirected
436;3720;Undirected
439;1779;Undirected
439;4384;Undirected
440;634;Undirected
440;3076;Undirected
440;3647;Undirected
