Source;Target;Type
1;190;Undirected
3;8;Undirected
3;194;Undirected
3;244;Undirected
3;314;Undirected
4;24;Undirected
4;188;Undirected
4;430;Undirected
5;54;Undirected
5;133;Undirected
5;251;Undirected
6;477;Undirected
7;475;Undirected
7;477;Undirected
8;250;Undirected
8;418;Undirected
9;57;Undirected
9;155;Undirected
9;240;Undirected
10;119;Undirected
11;283;Undirected
11;327;Undirected
12;377;Undirected
15;89;Undirected
15;483;Undirected
16;31;Undirected
16;218;Undirected
16;307;Undirected
16;459;Undirected
17;52;Undirected
18;488;Undirected
19;21;Undirected
19;56;Undirected
19;137;Undirected
19;145;Undirected
20;323;Undirected
22;29;Undirected
22;111;Undirected
22;169;Undirected
22;367;Undirected
22;456;Undirected
22;485;Undirected
23;82;Undirected
23;169;Undirected
23;250;Undirected
23;368;Undirected
24;252;Undirected
24;274;Undirected
24;472;Undirected
25;53;Undirected
25;150;Undirected
25;493;Undirected
26;379;Undirected
27;430;Undirected
28;107;Undirected
28;118;Undirected
28;192;Undirected
31;250;Undirected
32;90;Undirected
32;98;Undirected
32;268;Undirected
34;153;Undirected
34;183;Undirected
35;110;Undirected
36;102;Undirected
36;441;Undirected
38;164;Undirected
38;249;Undirected
38;333;Undirected
40;325;Undirected
41;94;Undirected
41;235;Undirected
41;236;Undirected
41;435;Undirected
42;80;Undirected
44;267;Undirected
44;323;Undirected
45;164;Undirected
45;272;Undirected
45;443;Undirected
46;441;Undirected
47;425;Undirected
48;139;Undirected
50;128;Undirected
50;207;Undirected
51;126;Undirected
51;143;Undirected
51;452;Undirected
51;479;Undirected
52;302;Undirected
54;101;Undirected
55;327;Undirected
56;76;Undirected
56;341;Undirected
57;345;Undirected
59;323;Undirected
59;423;Undirected
59;487;Undirected
61;229;Undirected
62;86;Undirected
63;302;Undirected
63;358;Undirected
64;335;Undirected
65;406;Undirected
66;392;Undirected
66;424;Undirected
68;150;Undirected
68;467;Undirected
69;270;Undirected
70;173;Undirected
71;246;Undirected
74;243;Undirected
75;152;Undirected
75;474;Undirected
76;185;Undirected
76;232;Undirected
76;337;Undirected
77;250;Undirected
77;412;Undirected
77;449;Undirected
78;306;Undirected
78;334;Undirected
79;496;Undirected
80;484;Undirected
82;479;Undirected
83;465;Undirected
84;228;Undirected
84;369;Undirected
86;144;Undirected
86;166;Undirected
86;200;Undirected
86;360;Undirected
88;421;Undirected
90;228;Undirected
90;238;Undirected
93;321;Undirected
93;483;Undirected
94;221;Undirected
95;162;Undirected
95;382;Undirected
97;326;Undirected
97;332;Undirected
98;359;Undirected
98;383;Undirected
99;158;Undirected
99;458;Undirected
100;127;Undirected
100;319;Undirected
101;368;Undirected
102;292;Undirected
103;187;Undirected
104;258;Undirected
105;198;Undirected
105;408;Undirected
105;431;Undirected
106;411;Undirected
107;266;Undirected
108;408;Undirected
109;110;Undirected
109;384;Undirected
110;471;Undirected
110;475;Undirected
110;482;Undirected
111;266;Undirected
111;496;Undirected
112;145;Undirected
112;464;Undirected
114;115;Undirected
114;332;Undirected
115;249;Undirected
118;345;Undirected
121;128;Undirected
121;313;Undirected
121;382;Undirected
122;155;Undirected
123;260;Undirected
123;314;Undirected
123;362;Undirected
125;262;Undirected
125;274;Undirected
126;192;Undirected
126;363;Undirected
127;155;Undirected
127;393;Undirected
128;251;Undirected
130;432;Undirected
131;384;Undirected
132;254;Undirected
132;337;Undirected
134;338;Undirected
135;349;Undirected
135;367;Undirected
136;277;Undirected
136;339;Undirected
137;479;Undirected
138;364;Undirected
139;235;Undirected
140;187;Undirected
141;357;Undirected
141;387;Undirected
141;499;Undirected
142;178;Undirected
142;356;Undirected
143;151;Undirected
144;269;Undirected
145;354;Undirected
145;415;Undirected
146;465;Undirected
147;338;Undirected
148;287;Undirected
150;207;Undirected
150;339;Undirected
153;192;Undirected
153;422;Undirected
155;191;Undirected
156;438;Undirected
159;314;Undirected
161;401;Undirected
161;402;Undirected
162;204;Undirected
162;250;Undirected
163;182;Undirected
164;178;Undirected
164;262;Undirected
165;181;Undirected
165;254;Undirected
166;388;Undirected
168;230;Undirected
168;373;Undirected
169;201;Undirected
172;203;Undirected
172;377;Undirected
173;270;Undirected
174;275;Undirected
174;304;Undirected
176;334;Undirected
177;203;Undirected
177;485;Undirected
178;232;Undirected
181;290;Undirected
182;297;Undirected
183;328;Undirected
183;415;Undirected
184;213;Undirected
184;214;Undirected
186;305;Undirected
186;467;Undirected
186;477;Undirected
188;332;Undirected
189;238;Undirected
190;371;Undirected
191;439;Undirected
192;303;Undirected
192;484;Undirected
194;385;Undirected
199;264;Undirected
201;454;Undirected
204;383;Undirected
205;466;Undirected
207;430;Undirected
208;444;Undirected
209;395;Undirected
211;291;Undirected
211;429;Undirected
212;422;Undirected
213;359;Undirected
214;216;Undirected
214;248;Undirected
214;308;Undirected
214;386;Undirected
214;404;Undirected
218;299;Undirected
218;367;Undirected
219;287;Undirected
219;386;Undirected
219;435;Undirected
219;451;Undirected
221;294;Undirected
222;239;Undirected
222;282;Undirected
223;351;Undirected
223;424;Undirected
223;497;Undirected
225;310;Undirected
225;376;Undirected
227;338;Undirected
227;482;Undirected
228;397;Undirected
230;361;Undirected
231;393;Undirected
232;256;Undirected
233;340;Undirected
233;487;Undirected
235;246;Undirected
235;481;Undirected
237;406;Undirected
238;271;Undirected
239;272;Undirected
239;456;Undirected
240;331;Undirected
240;337;Undirected
240;363;Undirected
242;279;Undirected
242;301;Undirected
242;452;Undirected
244;418;Undirected
244;461;Undirected
246;263;Undirected
246;358;Undirected
247;302;Undirected
251;353;Undirected
254;422;Undirected
255;480;Undirected
258;362;Undirected
261;268;Undirected
261;305;Undirected
261;347;Undirected
263;471;Undirected
264;345;Undirected
264;395;Undirected
265;372;Undirected
268;398;Undirected
271;395;Undirected
274;475;Undirected
275;483;Undirected
276;419;Undirected
277;298;Undirected
277;401;Undirected
278;329;Undirected
282;479;Undirected
285;460;Undirected
287;420;Undirected
288;397;Undirected
291;436;Undirected
291;470;Undirected
297;315;Undirected
297;406;Undirected
300;479;Undirected
303;336;Undirected
303;466;Undirected
304;343;Undirected
304;392;Undirected
305;332;Undirected
305;333;Undirected
305;465;Undirected
306;442;Undirected
310;441;Undirected
322;442;Undirected
322;492;Undirected
328;339;Undirected
328;387;Undirected
333;349;Undirected
333;427;Undirected
335;346;Undirected
337;429;Undirected
339;359;Undirected
339;367;Undirected
340;379;Undirected
341;459;Undirected
342;493;Undirected
344;345;Undirected
344;474;Undirected
345;481;Undirected
346;385;Undirected
355;369;Undirected
356;361;Undirected
356;414;Undirected
360;365;Undirected
361;438;Undirected
364;396;Undirected
367;412;Undirected
367;426;Undirected
367;485;Undirected
373;409;Undirected
375;380;Undirected
376;451;Undirected
376;462;Undirected
397;414;Undirected
399;461;Undirected
399;479;Undirected
399;490;Undirected
401;456;Undirected
403;419;Undirected
406;412;Undirected
410;414;Undirected
412;427;Undirected
416;428;Undirected
419;426;Undirected
420;448;Undirected
421;454;Undirected
424;479;Undirected
425;475;Undirected
431;442;Undirected
435;440;Undirected
438;456;Undirected
446;453;Undirected
447;480;Undirected
450;479;Undirected
470;480;Undirected
