Source;Target;Type
4;527;Undirected
5;491;Undirected
13;31;Undirected
18;344;Undirected
18;423;Undirected
23;161;Undirected
24;135;Undirected
24;319;Undirected
24;913;Undirected
25;802;Undirected
29;947;Undirected
30;885;Undirected
31;200;Undirected
32;521;Undirected
33;819;Undirected
35;538;Undirected
39;574;Undirected
40;865;Undirected
41;85;Undirected
45;193;Undirected
45;652;Undirected
45;929;Undirected
46;484;Undirected
55;949;Undirected
68;291;Undirected
73;786;Undirected
77;827;Undirected
78;130;Undirected
85;419;Undirected
86;507;Undirected
86;658;Undirected
88;94;Undirected
91;492;Undirected
95;376;Undirected
96;363;Undirected
98;190;Undirected
103;726;Undirected
105;381;Undirected
105;615;Undirected
109;317;Undirected
113;529;Undirected
118;704;Undirected
120;827;Undirected
121;352;Undirected
121;880;Undirected
121;967;Undirected
123;389;Undirected
123;852;Undirected
125;372;Undirected
126;732;Undirected
129;250;Undirected
130;158;Undirected
130;416;Undirected
130;804;Undirected
134;649;Undirected
138;325;Undirected
148;495;Undirected
149;999;Undirected
151;168;Undirected
151;541;Undirected
153;835;Undirected
156;564;Undirected
163;568;Undirected
166;832;Undirected
171;602;Undirected
176;529;Undirected
178;446;Undirected
178;725;Undirected
179;717;Undirected
186;696;Undirected
187;570;Undirected
188;389;Undirected
190;710;Undirected
191;456;Undirected
192;921;Undirected
193;787;Undirected
195;644;Undirected
199;726;Undirected
212;806;Undirected
215;249;Undirected
220;663;Undirected
221;955;Undirected
225;775;Undirected
227;454;Undirected
228;426;Undirected
229;670;Undirected
229;682;Undirected
231;609;Undirected
237;949;Undirected
242;330;Undirected
243;384;Undirected
245;644;Undirected
246;495;Undirected
263;391;Undirected
269;877;Undirected
274;961;Undirected
287;818;Undirected
295;463;Undirected
295;929;Undirected
297;680;Undirected
298;723;Undirected
299;820;Undirected
303;761;Undirected
304;454;Undirected
307;826;Undirected
310;778;Undirected
313;602;Undirected
313;876;Undirected
315;382;Undirected
318;758;Undirected
319;401;Undirected
323;435;Undirected
328;629;Undirected
328;665;Undirected
328;742;Undirected
329;607;Undirected
334;486;Undirected
337;456;Undirected
338;976;Undirected
342;602;Undirected
343;449;Undirected
344;688;Undirected
345;856;Undirected
346;669;Undirected
347;727;Undirected
353;395;Undirected
354;823;Undirected
357;573;Undirected
359;785;Undirected
362;778;Undirected
366;721;Undirected
374;623;Undirected
374;864;Undirected
379;850;Undirected
381;535;Undirected
382;521;Undirected
383;622;Undirected
387;404;Undirected
390;793;Undirected
393;524;Undirected
402;768;Undirected
402;932;Undirected
403;696;Undirected
409;806;Undirected
416;969;Undirected
422;637;Undirected
426;705;Undirected
432;702;Undirected
436;867;Undirected
444;523;Undirected
447;627;Undirected
453;766;Undirected
455;512;Undirected
460;537;Undirected
460;796;Undirected
464;932;Undirected
466;516;Undirected
468;776;Undirected
469;885;Undirected
470;831;Undirected
472;726;Undirected
482;531;Undirected
482;838;Undirected
484;708;Undirected
485;861;Undirected
488;954;Undirected
497;962;Undirected
501;519;Undirected
503;623;Undirected
508;888;Undirected
509;822;Undirected
511;683;Undirected
519;567;Undirected
520;684;Undirected
527;958;Undirected
527;971;Undirected
530;946;Undirected
535;670;Undirected
536;863;Undirected
538;914;Undirected
545;912;Undirected
546;903;Undirected
548;664;Undirected
552;643;Undirected
554;784;Undirected
555;671;Undirected
556;767;Undirected
562;986;Undirected
568;569;Undirected
577;996;Undirected
580;997;Undirected
583;620;Undirected
587;842;Undirected
602;722;Undirected
604;797;Undirected
605;948;Undirected
618;898;Undirected
623;802;Undirected
627;739;Undirected
634;963;Undirected
635;696;Undirected
636;774;Undirected
647;988;Undirected
656;836;Undirected
661;789;Undirected
662;891;Undirected
663;890;Undirected
665;708;Undirected
666;832;Undirected
666;994;Undirected
676;869;Undirected
676;985;Undirected
685;873;Undirected
687;740;Undirected
689;894;Undirected
690;731;Undirected
694;835;Undirected
695;752;Undirected
712;933;Undirected
715;818;Undirected
720;907;Undirected
720;910;Undirected
738;862;Undirected
744;993;Undirected
753;891;Undirected
754;968;Undirected
762;833;Undirected
767;945;Undirected
787;912;Undirected
803;881;Undirected
813;902;Undirected
848;952;Undirected
874;876;Undirected
