Source;Target;Type
1;1682;Undirected
1;1827;Undirected
1;2093;Undirected
1;2709;Undirected
1;4198;Undirected
1;4483;Undirected
1;4653;Undirected
2;356;Undirected
2;2017;Undirected
2;3183;Undirected
2;4227;Undirected
2;4351;Undirected
2;4449;Undirected
2;4846;Undirected
3;108;Undirected
3;136;Undirected
3;1789;Undirected
3;2077;Undirected
3;3627;Undirected
3;3727;Undirected
3;4432;Undirected
4;589;Undirected
4;1310;Undirected
4;1536;Undirected
4;1709;Undirected
5;194;Undirected
5;379;Undirected
5;523;Undirected
5;915;Undirected
5;1233;Undirected
5;1593;Undirected
5;1888;Undirected
5;2899;Undirected
5;3007;Undirected
5;3119;Undirected
5;3943;Undirected
5;4071;Undirected
5;4394;Undirected
5;4654;Undirected
5;4802;Undirected
6;469;Undirected
6;854;Undirected
6;1321;Undirected
6;1351;Undirected
6;3074;Undirected
6;3368;Undirected
6;4259;Undirected
6;4448;Undirected
6;4882;Undirected
7;210;Undirected
7;737;Undirected
7;1472;Undirected
7;1927;Undirected
7;2239;Undirected
7;2563;Undirected
7;3326;Undirected
7;4549;Undirected
7;4838;Undirected
8;852;Undirected
8;1012;Undirected
8;3362;Undirected
8;3951;Undirected
8;4040;Undirected
8;4475;Undirected
8;4627;Undirected
9;866;Undirected
9;2003;Undirected
9;2268;Undirected
9;3406;Undirected
9;3499;Undirected
9;3542;Undirected
9;4004;Undirected
9;4333;Undirected
9;4560;Undirected
9;4591;Undirected
10;230;Undirected
10;1201;Undirected
10;1363;Undirected
10;2205;Undirected
10;2371;Undirected
10;4061;Undirected
11;619;Undirected
11;1013;Undirected
11;1148;Undirected
11;1357;Undirected
11;2011;Undirected
11;2079;Undirected
11;2811;Undirected
11;3358;Undirected
11;3569;Undirected
11;3641;Undirected
11;4169;Undirected
11;4432;Undirected
11;4758;Undirected
11;4798;Undirected
12;600;Undirected
12;909;Undirected
12;2290;Undirected
12;3707;Undirected
12;3829;Undirected
12;4747;Undirected
13;1067;Undirected
13;1309;Undirected
13;2183;Undirected
13;2185;Undirected
13;2604;Undirected
13;2663;Undirected
13;4176;Undirected
14;1294;Undirected
14;3468;Undirected
15;540;Undirected
15;562;Undirected
15;1253;Undirected
15;1451;Undirected
15;1867;Undirected
15;2135;Undirected
15;2138;Undirected
15;2375;Undirected
15;2501;Undirected
15;2867;Undirected
15;2988;Undirected
15;3453;Undirected
15;4177;Undirected
16;522;Undirected
16;1772;Undirected
16;1987;Undirected
16;2283;Undirected
16;3844;Undirected
16;4190;Undirected
16;4212;Undirected
16;4500;Undirected
16;4569;Undirected
16;4723;Undirected
17;60;Undirected
17;563;Undirected
17;713;Undirected
17;1609;Undirected
17;1722;Undirected
17;1825;Undirected
17;2296;Undirected
17;2474;Undirected
17;2910;Undirected
17;3008;Undirected
17;3034;Undirected
17;3644;Undirected
18;749;Undirected
18;1950;Undirected
18;2770;Undirected
18;3335;Undirected
18;3641;Undirected
18;3913;Undirected
18;3932;Undirected
18;3953;Undirected
19;365;Undirected
19;526;Undirected
19;565;Undirected
19;1382;Undirected
19;1591;Undirected
19;2477;Undirected
19;2592;Undirected
19;2953;Undirected
19;3087;Undirected
19;3573;Undirected
19;3953;Undirected
19;4461;Undirected
20;495;Undirected
20;1389;Undirected
20;1500;Undirected
20;3307;Undirected
20;4885;Undirected
21;1791;Undirected
21;1828;Undirected
21;2288;Undirected
21;2722;Undirected
21;3862;Undirected
21;4167;Undirected
21;4291;Undirected
21;4436;Undirected
21;4749;Undirected
21;4819;Undirected
22;762;Undirected
22;1478;Undirected
22;2073;Undirected
22;2792;Undirected
22;3447;Undirected
22;4321;Undirected
22;4499;Undirected
23;218;Undirected
23;391;Undirected
23;775;Undirected
23;803;Undirected
23;1036;Undirected
23;2555;Undirected
23;2975;Undirected
23;3635;Undirected
23;4094;Undirected
23;4234;Undirected
23;4289;Undirected
23;4580;Undirected
24;1341;Undirected
24;2002;Undirected
24;2528;Undirected
24;2601;Undirected
24;3584;Undirected
24;3755;Undirected
24;3820;Undirected
24;4069;Undirected
24;4415;Undirected
25;226;Undirected
25;575;Undirected
25;652;Undirected
25;952;Undirected
25;2118;Undirected
25;3415;Undirected
26;357;Undirected
26;1296;Undirected
26;1478;Undirected
26;2220;Undirected
26;2635;Undirected
26;3163;Undirected
27;279;Undirected
27;357;Undirected
27;916;Undirected
27;1066;Undirected
27;1291;Undirected
27;3006;Undirected
27;4099;Undirected
27;4488;Undirected
27;4617;Undirected
28;118;Undirected
28;248;Undirected
28;1145;Undirected
28;2135;Undirected
28;2145;Undirected
28;2559;Undirected
28;2881;Undirected
28;3196;Undirected
29;872;Undirected
29;1607;Undirected
29;1647;Undirected
29;3694;Undirected
29;3792;Undirected
29;4235;Undirected
30;84;Undirected
30;480;Undirected
30;610;Undirected
30;1921;Undirected
30;2034;Undirected
30;2481;Undirected
30;2737;Undirected
30;4204;Undirected
30;4350;Undirected
30;4988;Undirected
31;513;Undirected
31;1250;Undirected
31;2358;Undirected
31;3830;Undirected
31;4085;Undirected
31;4089;Undirected
32;1403;Undirected
32;1515;Undirected
32;1663;Undirected
32;1838;Undirected
32;2194;Undirected
32;2204;Undirected
32;2578;Undirected
32;2707;Undirected
32;3067;Undirected
32;3414;Undirected
32;4104;Undirected
32;4837;Undirected
33;244;Undirected
33;306;Undirected
33;1024;Undirected
33;1212;Undirected
33;1544;Undirected
33;1736;Undirected
33;2257;Undirected
33;2293;Undirected
33;4301;Undirected
33;4412;Undirected
34;270;Undirected
34;1858;Undirected
34;2509;Undirected
34;2970;Undirected
34;3051;Undirected
34;3160;Undirected
35;325;Undirected
35;587;Undirected
35;676;Undirected
35;1076;Undirected
35;1556;Undirected
35;3007;Undirected
35;3025;Undirected
35;3453;Undirected
35;3809;Undirected
35;4539;Undirected
36;356;Undirected
36;943;Undirected
36;2465;Undirected
36;2728;Undirected
36;3108;Undirected
36;3844;Undirected
36;3907;Undirected
37;168;Undirected
37;367;Undirected
37;656;Undirected
37;1368;Undirected
37;1977;Undirected
37;2322;Undirected
37;2681;Undirected
37;3125;Undirected
37;3368;Undirected
37;3947;Undirected
37;4641;Undirected
37;4959;Undirected
38;536;Undirected
38;1648;Undirected
38;1760;Undirected
38;2965;Undirected
38;3682;Undirected
38;4398;Undirected
38;4493;Undirected
38;4872;Undirected
39;312;Undirected
39;614;Undirected
39;1007;Undirected
39;1167;Undirected
39;1214;Undirected
39;1440;Undirected
39;1643;Undirected
39;2030;Undirected
39;2170;Undirected
39;2406;Undirected
39;2924;Undirected
39;2948;Undirected
39;3493;Undirected
39;4361;Undirected
39;4711;Undirected
40;2033;Undirected
40;2512;Undirected
40;2515;Undirected
40;2598;Undirected
40;2744;Undirected
40;2969;Undirected
40;4832;Undirected
41;76;Undirected
41;124;Undirected
41;160;Undirected
41;272;Undirected
41;458;Undirected
41;648;Undirected
41;654;Undirected
41;2214;Undirected
41;2251;Undirected
41;2686;Undirected
41;3530;Undirected
41;3830;Undirected
41;4067;Undirected
41;4592;Undirected
41;4619;Undirected
42;886;Undirected
42;977;Undirected
42;1714;Undirected
42;1804;Undirected
42;1917;Undirected
42;2181;Undirected
42;4021;Undirected
43;268;Undirected
43;289;Undirected
43;941;Undirected
43;1092;Undirected
43;1128;Undirected
43;2088;Undirected
43;2508;Undirected
43;2510;Undirected
43;2755;Undirected
43;2897;Undirected
43;3150;Undirected
43;3175;Undirected
43;4872;Undirected
44;644;Undirected
44;2158;Undirected
44;2543;Undirected
44;3767;Undirected
45;186;Undirected
45;485;Undirected
45;770;Undirected
45;795;Undirected
45;2066;Undirected
45;2209;Undirected
45;3678;Undirected
