Source;Target;Type
1;99;Undirected
1;154;Undirected
1;193;Undirected
1;231;Undirected
1;311;Undirected
1;443;Undirected
2;61;Undirected
2;111;Undirected
2;300;Undirected
2;311;Undirected
3;177;Undirected
3;224;Undirected
3;233;Undirected
3;248;Undirected
3;295;Undirected
3;411;Undirected
4;12;Undirected
4;79;Undirected
5;429;Undirected
5;448;Undirected
5;475;Undirected
6;53;Undirected
6;69;Undirected
6;198;Undirected
6;199;Undirected
6;392;Undirected
6;439;Undirected
6;442;Undirected
6;445;Undirected
6;452;Undirected
7;86;Undirected
7;122;Undirected
7;147;Undirected
7;156;Undirected
7;271;Undirected
7;346;Undirected
7;486;Undirected
8;46;Undirected
8;141;Undirected
8;158;Undirected
8;164;Undirected
8;197;Undirected
8;282;Undirected
8;301;Undirected
8;331;Undirected
8;348;Undirected
8;476;Undirected
8;494;Undirected
9;114;Undirected
9;129;Undirected
9;198;Undirected
9;260;Undirected
9;436;Undirected
10;56;Undirected
10;149;Undirected
10;205;Undirected
10;281;Undirected
10;355;Undirected
10;429;Undirected
10;476;Undirected
11;51;Undirected
11;104;Undirected
11;162;Undirected
11;203;Undirected
11;287;Undirected
11;321;Undirected
11;405;Undirected
11;430;Undirected
12;17;Undirected
12;50;Undirected
12;123;Undirected
12;221;Undirected
12;257;Undirected
13;17;Undirected
13;75;Undirected
13;178;Undirected
13;324;Undirected
14;15;Undirected
14;113;Undirected
14;144;Undirected
14;258;Undirected
15;54;Undirected
15;322;Undirected
16;101;Undirected
16;265;Undirected
16;294;Undirected
17;44;Undirected
17;67;Undirected
17;142;Undirected
17;229;Undirected
17;261;Undirected
17;465;Undirected
18;134;Undirected
18;312;Undirected
18;446;Undirected
19;78;Undirected
19;349;Undirected
19;411;Undirected
19;416;Undirected
19;426;Undirected
19;432;Undirected
19;446;Undirected
20;75;Undirected
20;125;Undirected
20;169;Undirected
20;198;Undirected
20;268;Undirected
21;274;Undirected
21;285;Undirected
21;416;Undirected
21;450;Undirected
22;37;Undirected
22;83;Undirected
22;87;Undirected
22;91;Undirected
22;481;Undirected
23;272;Undirected
23;392;Undirected
23;498;Undirected
24;251;Undirected
24;334;Undirected
24;346;Undirected
24;388;Undirected
24;445;Undirected
25;37;Undirected
25;93;Undirected
25;307;Undirected
25;324;Undirected
25;394;Undirected
25;409;Undirected
26;84;Undirected
26;144;Undirected
26;191;Undirected
26;230;Undirected
26;234;Undirected
27;78;Undirected
27;253;Undirected
27;300;Undirected
27;308;Undirected
27;421;Undirected
28;295;Undirected
28;314;Undirected
28;430;Undirected
28;439;Undirected
29;71;Undirected
29;248;Undirected
29;293;Undirected
29;369;Undirected
29;402;Undirected
29;443;Undirected
29;479;Undirected
29;482;Undirected
29;484;Undirected
29;485;Undirected
30;71;Undirected
30;86;Undirected
30;107;Undirected
30;166;Undirected
30;394;Undirected
31;64;Undirected
31;156;Undirected
31;184;Undirected
31;275;Undirected
31;339;Undirected
32;218;Undirected
32;282;Undirected
32;389;Undirected
32;402;Undirected
32;420;Undirected
32;444;Undirected
32;485;Undirected
33;37;Undirected
33;44;Undirected
33;72;Undirected
33;181;Undirected
33;287;Undirected
33;322;Undirected
33;339;Undirected
33;454;Undirected
34;47;Undirected
34;120;Undirected
34;174;Undirected
34;276;Undirected
34;288;Undirected
34;386;Undirected
35;133;Undirected
35;141;Undirected
35;405;Undirected
36;69;Undirected
36;95;Undirected
36;118;Undirected
36;210;Undirected
36;254;Undirected
36;415;Undirected
36;452;Undirected
36;477;Undirected
36;481;Undirected
37;74;Undirected
37;87;Undirected
37;249;Undirected
37;317;Undirected
37;414;Undirected
37;485;Undirected
38;170;Undirected
38;252;Undirected
39;90;Undirected
39;250;Undirected
39;266;Undirected
39;287;Undirected
39;324;Undirected
39;409;Undirected
39;479;Undirected
39;499;Undirected
40;109;Undirected
40;252;Undirected
40;296;Undirected
40;372;Undirected
40;440;Undirected
40;459;Undirected
40;472;Undirected
41;46;Undirected
41;299;Undirected
41;322;Undirected
42;232;Undirected
42;348;Undirected
42;357;Undirected
42;462;Undirected
42;470;Undirected
43;51;Undirected
43;109;Undirected
43;217;Undirected
43;396;Undirected
43;457;Undirected
43;492;Undirected
44;124;Undirected
44;235;Undirected
44;263;Undirected
44;269;Undirected
44;285;Undirected
44;297;Undirected
45;143;Undirected
45;237;Undirected
46;231;Undirected
46;257;Undirected
46;266;Undirected
46;284;Undirected
46;359;Undirected
46;431;Undirected
47;105;Undirected
47;155;Undirected
47;364;Undirected
47;426;Undirected
48;157;Undirected
48;209;Undirected
48;213;Undirected
48;270;Undirected
48;286;Undirected
48;351;Undirected
48;411;Undirected
48;419;Undirected
48;447;Undirected
49;233;Undirected
49;282;Undirected
49;363;Undirected
49;438;Undirected
50;93;Undirected
51;78;Undirected
51;120;Undirected
51;217;Undirected
51;264;Undirected
51;298;Undirected
51;378;Undirected
51;433;Undirected
52;101;Undirected
52;153;Undirected
52;232;Undirected
52;234;Undirected
52;250;Undirected
52;329;Undirected
52;366;Undirected
52;412;Undirected
52;420;Undirected
52;482;Undirected
53;68;Undirected
53;92;Undirected
53;265;Undirected
53;322;Undirected
53;396;Undirected
53;418;Undirected
53;435;Undirected
54;58;Undirected
54;74;Undirected
54;155;Undirected
54;175;Undirected
54;298;Undirected
54;493;Undirected
55;71;Undirected
55;186;Undirected
55;232;Undirected
55;280;Undirected
55;350;Undirected
55;370;Undirected
55;444;Undirected
56;134;Undirected
56;290;Undirected
56;379;Undirected
56;494;Undirected
57;157;Undirected
57;182;Undirected
57;316;Undirected
58;70;Undirected
58;90;Undirected
58;134;Undirected
58;225;Undirected
58;406;Undirected
59;104;Undirected
59;159;Undirected
59;406;Undirected
59;422;Undirected
59;428;Undirected
59;453;Undirected
60;382;Undirected
60;420;Undirected
60;448;Undirected
61;94;Undirected
61;148;Undirected
61;211;Undirected
61;236;Undirected
61;249;Undirected
61;334;Undirected
61;439;Undirected
62;131;Undirected
62;138;Undirected
62;217;Undirected
62;250;Undirected
62;336;Undirected
62;416;Undirected
62;457;Undirected
62;458;Undirected
63;113;Undirected
63;169;Undirected
63;230;Undirected
63;318;Undirected
63;398;Undirected
63;424;Undirected
63;425;Undirected
64;147;Undirected
64;244;Undirected
64;308;Undirected
64;374;Undirected
64;494;Undirected
65;143;Undirected
65;194;Undirected
65;254;Undirected
65;275;Undirected
65;317;Undirected
65;411;Undirected
65;417;Undirected
66;314;Undirected
66;330;Undirected
67;101;Undirected
67;215;Undirected
67;292;Undirected
67;370;Undirected
67;435;Undirected
67;463;Undirected
67;493;Undirected
68;76;Undirected
68;88;Undirected
68;103;Undirected
68;442;Undirected
68;456;Undirected
68;495;Undirected
69;78;Undirected
69;108;Undirected
69;189;Undirected
69;292;Undirected
69;295;Undirected
69;403;Undirected
70;126;Undirected
70;291;Undirected
70;303;Undirected
70;332;Undirected
70;352;Undirected
70;426;Undirected
71;139;Undirected
71;273;Undirected
71;347;Undirected
71;351;Undirected
71;401;Undirected
71;412;Undirected
71;416;Undirected
71;443;Undirected
71;464;Undirected
72;82;Undirected
72;310;Undirected
72;427;Undirected
72;457;Undirected
72;475;Undirected
73;112;Undirected
73;189;Undirected
73;286;Undirected
73;421;Undirected
74;88;Undirected
74;142;Undirected
74;156;Undirected
74;348;Undirected
74;371;Undirected
74;455;Undirected
74;489;Undirected
75;267;Undirected
75;326;Undirected
75;389;Undirected
75;446;Undirected
76;124;Undirected
76;211;Undirected
77;263;Undirected
77;329;Undirected
77;467;Undirected
77;482;Undirected
78;96;Undirected
78;180;Undirected
78;242;Undirected
78;293;Undirected
78;337;Undirected
78;349;Undirected
79;115;Undirected
79;166;Undirected
79;196;Undirected
79;198;Undirected
79;228;Undirected
79;247;Undirected
79;253;Undirected
79;348;Undirected
79;349;Undirected
79;352;Undirected
79;369;Undirected
79;496;Undirected
80;106;Undirected
80;151;Undirected
80;164;Undirected
80;217;Undirected
80;240;Undirected
80;371;Undirected
80;387;Undirected
81;123;Undirected
81;127;Undirected
81;178;Undirected
81;193;Undirected
81;217;Undirected
81;219;Undirected
81;259;Undirected
81;265;Undirected
81;383;Undirected
81;407;Undirected
82;211;Undirected
82;361;Undirected
82;468;Undirected
83;210;Undirected
83;224;Undirected
83;275;Undirected
84;329;Undirected
84;391;Undirected
84;464;Undirected
84;469;Undirected
85;168;Undirected
85;204;Undirected
85;352;Undirected
85;374;Undirected
85;391;Undirected
85;404;Undirected
85;411;Undirected
85;475;Undirected
86;100;Undirected
86;139;Undirected
86;160;Undirected
86;406;Undirected
86;498;Undirected
87;93;Undirected
87;130;Undirected
87;180;Undirected
87;290;Undirected
87;470;Undirected
88;211;Undirected
88;455;Undirected
89;100;Undirected
89;135;Undirected
89;138;Undirected
89;209;Undirected
89;235;Undirected
89;247;Undirected
89;391;Undirected
89;429;Undirected
89;464;Undirected
90;256;Undirected
90;422;Undirected
90;423;Undirected
90;460;Undirected
91;149;Undirected
91;328;Undirected
91;362;Undirected
91;449;Undirected
92;93;Undirected
92;346;Undirected
92;356;Undirected
92;393;Undirected
92;414;Undirected
93;173;Undirected
93;343;Undirected
93;356;Undirected
94;144;Undirected
94;208;Undirected
94;315;Undirected
94;369;Undirected
95;164;Undirected
95;242;Undirected
96;119;Undirected
96;187;Undirected
96;252;Undirected
97;106;Undirected
97;202;Undirected
97;228;Undirected
97;277;Undirected
97;394;Undirected
97;409;Undirected
97;448;Undirected
98;113;Undirected
98;207;Undirected
98;241;Undirected
98;327;Undirected
99;189;Undirected
99;226;Undirected
99;378;Undirected
100;101;Undirected
100;170;Undirected
100;205;Undirected
100;209;Undirected
100;393;Undirected
100;429;Undirected
101;152;Undirected
101;234;Undirected
102;243;Undirected
102;345;Undirected
103;128;Undirected
103;136;Undirected
103;182;Undirected
103;202;Undirected
103;239;Undirected
103;321;Undirected
103;335;Undirected
104;176;Undirected
104;219;Undirected
104;234;Undirected
104;259;Undirected
104;345;Undirected
104;379;Undirected
104;421;Undirected
105;146;Undirected
105;223;Undirected
105;251;Undirected
105;288;Undirected
105;493;Undirected
106;133;Undirected
106;161;Undirected
106;163;Undirected
106;184;Undirected
106;289;Undirected
106;370;Undirected
107;133;Undirected
107;161;Undirected
107;216;Undirected
107;258;Undirected
107;307;Undirected
107;332;Undirected
107;393;Undirected
108;112;Undirected
108;137;Undirected
108;171;Undirected
108;418;Undirected
109;156;Undirected
109;163;Undirected
109;164;Undirected
109;191;Undirected
109;225;Undirected
109;316;Undirected
109;359;Undirected
109;451;Undirected
110;346;Undirected
110;366;Undirected
111;185;Undirected
111;340;Undirected
111;349;Undirected
111;350;Undirected
111;390;Undirected
111;414;Undirected
111;482;Undirected
111;486;Undirected
112;172;Undirected
112;191;Undirected
112;213;Undirected
112;285;Undirected
112;346;Undirected
112;352;Undirected
112;462;Undirected
113;156;Undirected
113;358;Undirected
113;439;Undirected
114;144;Undirected
114;151;Undirected
114;178;Undirected
114;228;Undirected
115;131;Undirected
115;398;Undirected
115;415;Undirected
115;440;Undirected
115;447;Undirected
115;470;Undirected
116;430;Undirected
117;121;Undirected
117;247;Undirected
117;257;Undirected
117;334;Undirected
117;353;Undirected
117;381;Undirected
117;386;Undirected
118;151;Undirected
118;273;Undirected
118;382;Undirected
118;478;Undirected
119;131;Undirected
119;198;Undirected
119;348;Undirected
120;193;Undirected
120;495;Undirected
121;278;Undirected
121;307;Undirected
121;318;Undirected
121;343;Undirected
121;351;Undirected
121;422;Undirected
121;439;Undirected
121;459;Undirected
122;187;Undirected
122;325;Undirected
122;497;Undirected
123;138;Undirected
123;169;Undirected
123;194;Undirected
123;404;Undirected
123;446;Undirected
124;171;Undirected
125;207;Undirected
125;246;Undirected
126;366;Undirected
127;267;Undirected
127;332;Undirected
127;385;Undirected
127;417;Undirected
127;454;Undirected
127;456;Undirected
128;195;Undirected
128;306;Undirected
128;322;Undirected
128;400;Undirected
129;255;Undirected
129;285;Undirected
129;342;Undirected
130;172;Undirected
130;280;Undirected
130;324;Undirected
130;371;Undirected
130;383;Undirected
130;438;Undirected
132;275;Undirected
132;314;Undirected
132;356;Undirected
133;170;Undirected
133;276;Undirected
133;282;Undirected
133;298;Undirected
133;330;Undirected
133;351;Undirected
133;403;Undirected
133;444;Undirected
135;148;Undirected
135;155;Undirected
135;296;Undirected
135;360;Undirected
135;489;Undirected
135;496;Undirected
136;264;Undirected
136;277;Undirected
136;286;Undirected
136;351;Undirected
136;390;Undirected
136;467;Undirected
137;192;Undirected
137;335;Undirected
137;476;Undirected
138;379;Undirected
138;497;Undirected
139;380;Undirected
139;479;Undirected
139;487;Undirected
140;167;Undirected
140;225;Undirected
140;405;Undirected
141;159;Undirected
141;240;Undirected
141;349;Undirected
141;459;Undirected
142;143;Undirected
142;173;Undirected
142;301;Undirected
143;211;Undirected
143;233;Undirected
143;255;Undirected
143;297;Undirected
143;390;Undirected
143;404;Undirected
144;172;Undirected
144;245;Undirected
144;326;Undirected
144;356;Undirected
144;422;Undirected
144;423;Undirected
145;180;Undirected
145;270;Undirected
145;298;Undirected
146;408;Undirected
147;170;Undirected
147;176;Undirected
147;210;Undirected
147;326;Undirected
147;360;Undirected
147;398;Undirected
147;403;Undirected
147;489;Undirected
148;182;Undirected
148;247;Undirected
148;303;Undirected
148;386;Undirected
148;411;Undirected
148;477;Undirected
149;224;Undirected
149;337;Undirected
149;407;Undirected
150;338;Undirected
150;426;Undirected
150;499;Undirected
151;312;Undirected
152;177;Undirected
152;219;Undirected
152;331;Undirected
152;498;Undirected
153;175;Undirected
153;247;Undirected
153;347;Undirected
154;217;Undirected
154;225;Undirected
154;231;Undirected
154;281;Undirected
154;300;Undirected
154;357;Undirected
154;375;Undirected
154;391;Undirected
154;497;Undirected
155;192;Undirected
156;163;Undirected
156;224;Undirected
156;297;Undirected
156;342;Undirected
156;461;Undirected
156;497;Undirected
156;499;Undirected
157;302;Undirected
157;409;Undirected
158;179;Undirected
158;187;Undirected
159;332;Undirected
159;348;Undirected
159;360;Undirected
159;389;Undirected
159;490;Undirected
160;177;Undirected
160;324;Undirected
161;184;Undirected
161;242;Undirected
161;340;Undirected
161;490;Undirected
163;215;Undirected
163;284;Undirected
163;302;Undirected
163;317;Undirected
163;328;Undirected
163;329;Undirected
164;265;Undirected
164;337;Undirected
164;350;Undirected
164;356;Undirected
164;412;Undirected
165;430;Undirected
165;495;Undirected
166;244;Undirected
166;336;Undirected
166;376;Undirected
166;491;Undirected
166;496;Undirected
167;200;Undirected
167;225;Undirected
167;263;Undirected
167;266;Undirected
167;364;Undirected
167;410;Undirected
167;493;Undirected
168;189;Undirected
168;301;Undirected
168;329;Undirected
168;336;Undirected
168;406;Undirected
168;439;Undirected
168;464;Undirected
169;358;Undirected
169;379;Undirected
169;406;Undirected
169;452;Undirected
170;249;Undirected
170;292;Undirected
170;308;Undirected
170;358;Undirected
170;491;Undirected
171;249;Undirected
171;259;Undirected
171;296;Undirected
171;331;Undirected
171;458;Undirected
171;484;Undirected
172;277;Undirected
172;327;Undirected
172;353;Undirected
172;444;Undirected
173;189;Undirected
173;455;Undirected
173;466;Undirected
173;473;Undirected
174;309;Undirected
174;321;Undirected
174;492;Undirected
175;297;Undirected
175;355;Undirected
175;359;Undirected
175;390;Undirected
175;414;Undirected
175;440;Undirected
175;493;Undirected
176;272;Undirected
176;354;Undirected
176;385;Undirected
176;404;Undirected
176;442;Undirected
176;472;Undirected
177;191;Undirected
177;309;Undirected
177;364;Undirected
177;377;Undirected
178;208;Undirected
178;226;Undirected
178;349;Undirected
179;224;Undirected
179;383;Undirected
180;182;Undirected
180;190;Undirected
180;431;Undirected
180;441;Undirected
181;194;Undirected
181;198;Undirected
181;254;Undirected
181;339;Undirected
181;359;Undirected
181;415;Undirected
181;468;Undirected
181;479;Undirected
182;204;Undirected
182;250;Undirected
182;256;Undirected
182;306;Undirected
182;342;Undirected
182;398;Undirected
182;417;Undirected
182;490;Undirected
183;186;Undirected
183;254;Undirected
184;236;Undirected
184;249;Undirected
184;337;Undirected
184;354;Undirected
184;368;Undirected
184;428;Undirected
184;436;Undirected
184;486;Undirected
184;493;Undirected
185;198;Undirected
185;355;Undirected
185;363;Undirected
185;433;Undirected
186;266;Undirected
186;324;Undirected
186;406;Undirected
186;487;Undirected
187;257;Undirected
187;294;Undirected
187;452;Undirected
187;474;Undirected
188;254;Undirected
188;291;Undirected
188;321;Undirected
188;337;Undirected
188;457;Undirected
191;217;Undirected
191;267;Undirected
191;323;Undirected
191;426;Undirected
192;203;Undirected
192;239;Undirected
192;255;Undirected
192;279;Undirected
192;315;Undirected
192;472;Undirected
193;226;Undirected
193;235;Undirected
193;241;Undirected
193;358;Undirected
194;207;Undirected
194;283;Undirected
194;425;Undirected
194;430;Undirected
195;231;Undirected
195;336;Undirected
195;452;Undirected
196;229;Undirected
196;235;Undirected
196;290;Undirected
196;398;Undirected
197;310;Undirected
198;207;Undirected
198;277;Undirected
198;453;Undirected
198;458;Undirected
198;485;Undirected
199;206;Undirected
199;273;Undirected
199;466;Undirected
200;241;Undirected
200;247;Undirected
200;337;Undirected
200;354;Undirected
200;390;Undirected
200;442;Undirected
200;497;Undirected
201;256;Undirected
201;291;Undirected
201;468;Undirected
201;491;Undirected
202;496;Undirected
203;262;Undirected
203;270;Undirected
203;494;Undirected
204;291;Undirected
204;492;Undirected
205;308;Undirected
205;328;Undirected
205;409;Undirected
205;412;Undirected
205;417;Undirected
205;436;Undirected
205;452;Undirected
205;466;Undirected
206;266;Undirected
206;270;Undirected
207;292;Undirected
207;371;Undirected
207;395;Undirected
207;406;Undirected
208;256;Undirected
208;448;Undirected
208;493;Undirected
209;277;Undirected
209;284;Undirected
209;392;Undirected
209;468;Undirected
210;392;Undirected
210;434;Undirected
210;495;Undirected
211;409;Undirected
211;421;Undirected
212;235;Undirected
212;267;Undirected
212;286;Undirected
212;464;Undirected
213;233;Undirected
213;273;Undirected
213;343;Undirected
213;366;Undirected
213;481;Undirected
214;317;Undirected
214;365;Undirected
214;411;Undirected
215;261;Undirected
215;361;Undirected
216;362;Undirected
217;227;Undirected
217;239;Undirected
217;255;Undirected
217;436;Undirected
218;255;Undirected
218;316;Undirected
218;360;Undirected
218;362;Undirected
218;390;Undirected
218;394;Undirected
218;418;Undirected
219;266;Undirected
219;450;Undirected
220;221;Undirected
