Source;Target;Type
1;262;Undirected
1;337;Undirected
2;13;Undirected
2;276;Undirected
4;190;Undirected
4;331;Undirected
4;483;Undirected
5;143;Undirected
6;190;Undirected
7;125;Undirected
7;207;Undirected
8;68;Undirected
9;196;Undirected
10;294;Undirected
11;100;Undirected
11;152;Undirected
11;480;Undirected
14;146;Undirected
14;267;Undirected
15;31;Undirected
15;413;Undirected
19;87;Undirected
19;404;Undirected
19;437;Undirected
20;254;Undirected
20;325;Undirected
20;463;Undirected
21;69;Undirected
22;87;Undirected
22;88;Undirected
26;324;Undirected
27;103;Undirected
28;132;Undirected
28;261;Undirected
29;264;Undirected
30;272;Undirected
31;255;Undirected
31;331;Undirected
32;61;Undirected
32;226;Undirected
34;148;Undirected
35;287;Undirected
37;177;Undirected
37;282;Undirected
38;176;Undirected
38;323;Undirected
38;383;Undirected
41;156;Undirected
42;270;Undirected
42;294;Undirected
42;448;Undirected
44;276;Undirected
45;309;Undirected
46;355;Undirected
47;208;Undirected
50;461;Undirected
50;467;Undirected
52;305;Undirected
52;382;Undirected
55;499;Undirected
58;162;Undirected
60;294;Undirected
60;469;Undirected
61;376;Undirected
62;285;Undirected
63;138;Undirected
63;349;Undirected
64;494;Undirected
66;140;Undirected
68;267;Undirected
69;486;Undirected
70;295;Undirected
72;324;Undirected
73;165;Undirected
74;205;Undirected
74;495;Undirected
75;161;Undirected
78;144;Undirected
78;362;Undirected
81;123;Undirected
82;205;Undirected
84;145;Undirected
85;169;Undirected
86;224;Undirected
86;456;Undirected
90;391;Undirected
93;285;Undirected
93;412;Undirected
93;492;Undirected
95;455;Undirected
96;153;Undirected
97;307;Undirected
100;428;Undirected
100;479;Undirected
104;398;Undirected
105;359;Undirected
106;441;Undirected
108;214;Undirected
108;324;Undirected
109;124;Undirected
109;237;Undirected
109;254;Undirected
110;269;Undirected
111;466;Undirected
112;350;Undirected
113;311;Undirected
114;241;Undirected
114;279;Undirected
116;383;Undirected
117;138;Undirected
119;125;Undirected
119;420;Undirected
123;219;Undirected
125;415;Undirected
126;460;Undirected
126;485;Undirected
127;298;Undirected
129;227;Undirected
129;463;Undirected
130;314;Undirected
130;347;Undirected
130;433;Undirected
135;292;Undirected
135;483;Undirected
139;170;Undirected
140;399;Undirected
145;226;Undirected
148;182;Undirected
158;229;Undirected
159;187;Undirected
159;203;Undirected
162;229;Undirected
162;383;Undirected
163;332;Undirected
164;475;Undirected
165;368;Undirected
167;375;Undirected
168;449;Undirected
169;358;Undirected
170;190;Undirected
172;355;Undirected
174;455;Undirected
176;221;Undirected
176;486;Undirected
177;203;Undirected
177;250;Undirected
180;486;Undirected
181;406;Undirected
182;452;Undirected
183;345;Undirected
183;484;Undirected
185;259;Undirected
186;230;Undirected
186;448;Undirected
186;490;Undirected
189;358;Undirected
190;270;Undirected
191;266;Undirected
193;247;Undirected
193;396;Undirected
193;431;Undirected
199;279;Undirected
201;292;Undirected
203;233;Undirected
206;431;Undirected
207;479;Undirected
213;452;Undirected
215;462;Undirected
225;485;Undirected
226;255;Undirected
226;360;Undirected
228;463;Undirected
232;233;Undirected
232;390;Undirected
237;354;Undirected
237;376;Undirected
239;360;Undirected
239;394;Undirected
245;362;Undirected
245;486;Undirected
250;342;Undirected
253;421;Undirected
254;348;Undirected
255;486;Undirected
258;385;Undirected
266;334;Undirected
267;406;Undirected
268;294;Undirected
268;398;Undirected
269;422;Undirected
276;485;Undirected
289;402;Undirected
291;395;Undirected
297;416;Undirected
298;345;Undirected
298;399;Undirected
298;465;Undirected
298;475;Undirected
305;420;Undirected
309;313;Undirected
317;472;Undirected
317;493;Undirected
320;436;Undirected
321;401;Undirected
325;477;Undirected
332;473;Undirected
333;496;Undirected
337;374;Undirected
338;410;Undirected
338;424;Undirected
350;499;Undirected
354;498;Undirected
359;398;Undirected
360;440;Undirected
364;475;Undirected
366;453;Undirected
379;447;Undirected
379;481;Undirected
380;383;Undirected
382;446;Undirected
387;475;Undirected
388;462;Undirected
393;457;Undirected
395;410;Undirected
395;457;Undirected
398;473;Undirected
405;453;Undirected
406;479;Undirected
418;432;Undirected
431;439;Undirected
433;468;Undirected
445;487;Undirected
450;463;Undirected
456;471;Undirected
495;496;Undirected
