Source;Target;Type
3;175;Undirected
4;208;Undirected
4;630;Undirected
4;776;Undirected
6;489;Undirected
7;110;Undirected
7;643;Undirected
7;853;Undirected
8;115;Undirected
8;478;Undirected
8;735;Undirected
8;844;Undirected
9;14;Undirected
9;222;Undirected
9;664;Undirected
9;927;Undirected
9;978;Undirected
12;222;Undirected
12;782;Undirected
13;21;Undirected
13;677;Undirected
14;570;Undirected
14;595;Undirected
15;634;Undirected
15;653;Undirected
15;664;Undirected
16;524;Undirected
17;203;Undirected
17;638;Undirected
18;171;Undirected
18;487;Undirected
19;786;Undirected
20;95;Undirected
20;373;Undirected
20;380;Undirected
20;643;Undirected
20;730;Undirected
20;767;Undirected
21;188;Undirected
21;202;Undirected
22;310;Undirected
22;506;Undirected
22;622;Undirected
23;574;Undirected
24;367;Undirected
24;446;Undirected
25;428;Undirected
26;722;Undirected
27;38;Undirected
27;61;Undirected
27;448;Undirected
29;179;Undirected
30;188;Undirected
30;808;Undirected
30;983;Undirected
32;264;Undirected
33;697;Undirected
34;448;Undirected
35;465;Undirected
35;758;Undirected
36;102;Undirected
37;299;Undirected
37;430;Undirected
37;845;Undirected
38;372;Undirected
38;572;Undirected
38;957;Undirected
39;173;Undirected
39;548;Undirected
39;698;Undirected
40;559;Undirected
41;166;Undirected
41;300;Undirected
42;770;Undirected
44;163;Undirected
44;446;Undirected
44;911;Undirected
45;530;Undirected
45;621;Undirected
48;440;Undirected
48;608;Undirected
49;687;Undirected
50;334;Undirected
50;585;Undirected
50;601;Undirected
50;885;Undirected
51;754;Undirected
52;87;Undirected
53;524;Undirected
54;963;Undirected
55;421;Undirected
55;556;Undirected
55;581;Undirected
56;328;Undirected
56;434;Undirected
57;165;Undirected
57;420;Undirected
57;444;Undirected
57;573;Undirected
58;647;Undirected
58;852;Undirected
58;891;Undirected
60;140;Undirected
60;540;Undirected
60;878;Undirected
60;945;Undirected
61;280;Undirected
61;635;Undirected
62;476;Undirected
62;507;Undirected
63;748;Undirected
63;842;Undirected
64;476;Undirected
64;833;Undirected
65;407;Undirected
65;577;Undirected
65;736;Undirected
66;164;Undirected
66;725;Undirected
