Source;Target;Type
3;1317;Undirected
5;2404;Undirected
7;2325;Undirected
10;3514;Undirected
11;2593;Undirected
17;1636;Undirected
19;3026;Undirected
19;4640;Undirected
24;1544;Undirected
26;4216;Undirected
28;797;Undirected
29;2983;Undirected
31;93;Undirected
31;1193;Undirected
31;4518;Undirected
33;1928;Undirected
36;3062;Undirected
36;4657;Undirected
39;2418;Undirected
39;2600;Undirected
41;4774;Undirected
42;1063;Undirected
43;3340;Undirected
44;4068;Undirected
45;2766;Undirected
50;395;Undirected
50;3394;Undirected
51;4884;Undirected
52;1164;Undirected
53;4371;Undirected
60;543;Undirected
61;887;Undirected
63;2093;Undirected
66;3260;Undirected
66;4818;Undirected
67;4459;Undirected
68;429;Undirected
73;4165;Undirected
74;4900;Undirected
76;3876;Undirected
76;4600;Undirected
83;2922;Undirected
87;4573;Undirected
89;3072;Undirected
90;550;Undirected
93;3171;Undirected
94;4062;Undirected
94;4926;Undirected
95;4437;Undirected
98;1301;Undirected
104;3510;Undirected
112;2175;Undirected
115;717;Undirected
116;127;Undirected
116;1201;Undirected
118;1468;Undirected
119;1750;Undirected
121;3301;Undirected
122;592;Undirected
124;1363;Undirected
126;3272;Undirected
128;2099;Undirected
129;999;Undirected
140;3169;Undirected
143;934;Undirected
145;1940;Undirected
145;4736;Undirected
146;1709;Undirected
149;4442;Undirected
153;601;Undirected
155;911;Undirected
159;474;Undirected
162;837;Undirected
166;988;Undirected
167;3697;Undirected
168;2407;Undirected
173;4046;Undirected
174;3815;Undirected
175;4380;Undirected
177;563;Undirected
178;3223;Undirected
178;4263;Undirected
178;4452;Undirected
179;471;Undirected
179;1334;Undirected
180;4530;Undirected
185;1232;Undirected
185;4653;Undirected
188;4055;Undirected
189;846;Undirected
196;3748;Undirected
198;1712;Undirected
198;3320;Undirected
200;2727;Undirected
202;1885;Undirected
206;1714;Undirected
206;4225;Undirected
207;2650;Undirected
210;313;Undirected
211;1613;Undirected
211;2204;Undirected
214;833;Undirected
216;1141;Undirected
221;1839;Undirected
221;1994;Undirected
223;4719;Undirected
226;1435;Undirected
229;3300;Undirected
232;4690;Undirected
235;3677;Undirected
235;4460;Undirected
237;2184;Undirected
245;4989;Undirected
250;2525;Undirected
250;3304;Undirected
254;1167;Undirected
254;4864;Undirected
262;1901;Undirected
264;2136;Undirected
267;4237;Undirected
269;2452;Undirected
269;3905;Undirected
275;1442;Undirected
278;1200;Undirected
278;4102;Undirected
278;4266;Undirected
283;609;Undirected
284;1742;Undirected
285;1335;Undirected
299;4708;Undirected
300;3631;Undirected
300;4824;Undirected
308;3350;Undirected
310;1746;Undirected
310;2682;Undirected
311;3703;Undirected
312;1867;Undirected
318;636;Undirected
318;1409;Undirected
318;4196;Undirected
321;2001;Undirected
321;2346;Undirected
322;2640;Undirected
325;4312;Undirected
326;3121;Undirected
330;3878;Undirected
332;1986;Undirected
332;4815;Undirected
333;3402;Undirected
333;4203;Undirected
336;468;Undirected
338;4723;Undirected
340;2433;Undirected
341;3520;Undirected
344;1477;Undirected
347;1452;Undirected
347;3753;Undirected
348;3240;Undirected
351;364;Undirected
351;1335;Undirected
354;3821;Undirected
361;1428;Undirected
364;484;Undirected
367;3828;Undirected
368;1891;Undirected
368;4875;Undirected
371;3488;Undirected
372;2530;Undirected
372;3584;Undirected
373;2915;Undirected
373;4132;Undirected
379;2866;Undirected
386;1031;Undirected
386;4521;Undirected
390;2168;Undirected
391;2014;Undirected
392;1664;Undirected
394;1503;Undirected
397;1323;Undirected
398;3366;Undirected
402;2409;Undirected
403;3044;Undirected
403;3091;Undirected
406;2846;Undirected
406;2931;Undirected
408;1403;Undirected
414;1899;Undirected
417;4960;Undirected
423;4513;Undirected
424;2003;Undirected
428;971;Undirected
430;2948;Undirected
432;2779;Undirected
443;2949;Undirected
444;556;Undirected
450;2432;Undirected
450;2657;Undirected
451;4775;Undirected
453;4182;Undirected
456;1971;Undirected
456;1975;Undirected
457;1452;Undirected
461;2047;Undirected
464;780;Undirected
470;1582;Undirected
474;1045;Undirected
474;3928;Undirected
475;4888;Undirected
478;4469;Undirected
481;4297;Undirected
482;4577;Undirected
485;760;Undirected
485;1923;Undirected
488;765;Undirected
488;1731;Undirected
491;3603;Undirected
496;2306;Undirected
498;1178;Undirected
498;1699;Undirected
499;2446;Undirected
501;3964;Undirected
502;2713;Undirected
504;810;Undirected
506;2963;Undirected
509;3448;Undirected
514;2618;Undirected
515;1228;Undirected
515;3161;Undirected
516;2149;Undirected
519;3389;Undirected
523;2732;Undirected
527;4832;Undirected
528;2657;Undirected
533;752;Undirected
533;844;Undirected
536;608;Undirected
539;816;Undirected
542;1083;Undirected
543;2638;Undirected
545;4155;Undirected
549;2018;Undirected
549;3441;Undirected
555;3119;Undirected
555;4741;Undirected
560;2677;Undirected
560;2898;Undirected
567;2927;Undirected
569;3770;Undirected
569;3889;Undirected
571;3322;Undirected
572;1443;Undirected
577;1473;Undirected
579;4551;Undirected
581;3954;Undirected
583;3724;Undirected
584;2702;Undirected
585;3843;Undirected
587;997;Undirected
589;4357;Undirected
590;688;Undirected
591;626;Undirected
594;1658;Undirected
597;3683;Undirected
599;1436;Undirected
600;798;Undirected
601;842;Undirected
602;1582;Undirected
602;4518;Undirected
602;4715;Undirected
605;2593;Undirected
605;3118;Undirected
608;4836;Undirected
609;4773;Undirected
612;1281;Undirected
613;2203;Undirected
614;2769;Undirected
621;1864;Undirected
625;2599;Undirected
630;4549;Undirected
632;3256;Undirected
633;4856;Undirected
639;1314;Undirected
642;4994;Undirected
643;2779;Undirected
646;4171;Undirected
653;3354;Undirected
654;2104;Undirected
657;2773;Undirected
661;1520;Undirected
662;4728;Undirected
665;1024;Undirected
665;3868;Undirected
666;4041;Undirected
668;4097;Undirected
673;1121;Undirected
673;2689;Undirected
676;2826;Undirected
678;3282;Undirected
679;4646;Undirected
681;4217;Undirected
687;3046;Undirected
687;4611;Undirected
688;1386;Undirected
689;975;Undirected
691;4685;Undirected
692;4517;Undirected
694;1064;Undirected
695;2812;Undirected
697;3525;Undirected
698;2836;Undirected
698;2956;Undirected
705;4798;Undirected
708;3423;Undirected
709;1169;Undirected
712;1383;Undirected
716;4882;Undirected
717;4257;Undirected
721;4059;Undirected
723;3844;Undirected
724;2705;Undirected
725;2351;Undirected
731;2205;Undirected
737;1089;Undirected
737;3033;Undirected
740;1436;Undirected
742;1800;Undirected
745;3107;Undirected
746;4108;Undirected
748;2298;Undirected
750;1706;Undirected
751;3114;Undirected
753;2394;Undirected
756;3693;Undirected
757;1727;Undirected
758;1434;Undirected
758;4284;Undirected
763;2745;Undirected
763;3086;Undirected
766;1627;Undirected
769;1013;Undirected
771;920;Undirected
775;4882;Undirected
776;3642;Undirected
782;1856;Undirected
785;2593;Undirected
785;4087;Undirected
785;4600;Undirected
788;1127;Undirected
789;2482;Undirected
789;2879;Undirected
789;3093;Undirected
790;1270;Undirected
791;3574;Undirected
792;4699;Undirected
796;1892;Undirected
797;3809;Undirected
797;4443;Undirected
802;3148;Undirected
804;4995;Undirected
808;1352;Undirected
810;911;Undirected
811;3208;Undirected
815;2848;Undirected
816;4456;Undirected
828;1884;Undirected
828;4493;Undirected
833;2732;Undirected
834;2457;Undirected
838;2025;Undirected
838;3355;Undirected
855;1986;Undirected
855;4977;Undirected
860;4901;Undirected
866;3189;Undirected
867;1198;Undirected
868;3956;Undirected
869;4161;Undirected
872;2646;Undirected
873;4031;Undirected
877;4133;Undirected
878;3470;Undirected
878;4288;Undirected
883;2054;Undirected
886;1882;Undirected
888;3644;Undirected
889;1626;Undirected
890;1350;Undirected
890;2971;Undirected
890;3647;Undirected
892;1201;Undirected
892;4364;Undirected
893;1769;Undirected
895;1572;Undirected
896;2287;Undirected
896;4826;Undirected
898;2856;Undirected
902;4939;Undirected
905;2336;Undirected
908;2917;Undirected
908;3317;Undirected
911;2624;Undirected
913;4630;Undirected
915;4703;Undirected
921;1795;Undirected
923;4202;Undirected
928;1152;Undirected
929;1385;Undirected
929;4663;Undirected
932;1380;Undirected
937;4896;Undirected
938;2059;Undirected
938;3885;Undirected
938;4664;Undirected
942;3569;Undirected
945;2687;Undirected
947;2531;Undirected
952;2242;Undirected
953;3423;Undirected
953;3517;Undirected
953;4052;Undirected
954;2943;Undirected
956;1730;Undirected
956;2259;Undirected
957;1293;Undirected
965;1649;Undirected
965;1691;Undirected
969;993;Undirected
970;1498;Undirected
970;3540;Undirected
971;1062;Undirected
975;2571;Undirected
977;2726;Undirected
979;1374;Undirected
981;2236;Undirected
983;2256;Undirected
985;4391;Undirected
986;1414;Undirected
989;1321;Undirected
990;4981;Undirected
993;3329;Undirected
993;4056;Undirected
995;4733;Undirected
999;2222;Undirected
1000;1460;Undirected
1002;1778;Undirected
1003;3572;Undirected
1005;2303;Undirected
1005;3208;Undirected
1008;2243;Undirected
1010;1243;Undirected
1011;2519;Undirected
1013;4602;Undirected
1015;4372;Undirected
1024;3843;Undirected
1027;2838;Undirected
1029;4184;Undirected
1029;4517;Undirected
1030;4030;Undirected
1032;2445;Undirected
1037;2297;Undirected
1042;3253;Undirected
1044;3847;Undirected
1044;4660;Undirected
1046;4178;Undirected
1050;4103;Undirected
1054;4458;Undirected
1060;2411;Undirected
1060;4723;Undirected
1064;3756;Undirected
1071;2698;Undirected
1080;4755;Undirected
1083;2157;Undirected
1083;2879;Undirected
1083;3359;Undirected
1083;4054;Undirected
1085;2681;Undirected
1089;3547;Undirected
1090;2794;Undirected
1097;3156;Undirected
1097;4250;Undirected
1098;1998;Undirected
1099;1808;Undirected
1101;3533;Undirected
1101;3698;Undirected
1106;4284;Undirected
1109;1431;Undirected
1117;2371;Undirected
1120;1788;Undirected
1121;4274;Undirected
1122;3790;Undirected
1123;3708;Undirected
1129;1172;Undirected
1138;3219;Undirected
1143;4622;Undirected
1143;4779;Undirected
1145;3316;Undirected
1146;4911;Undirected
1147;4508;Undirected
1151;3745;Undirected
1151;4411;Undirected
1154;4089;Undirected
1157;4985;Undirected
1159;3453;Undirected
1159;3860;Undirected
1160;4928;Undirected
1165;3313;Undirected
1169;1267;Undirected
1176;2445;Undirected
1178;2308;Undirected
1182;2136;Undirected
1182;2486;Undirected
1185;3245;Undirected
1186;3227;Undirected
1187;1288;Undirected
1196;4074;Undirected
1203;1942;Undirected
1204;2403;Undirected
1205;2270;Undirected
1207;4110;Undirected
1207;4464;Undirected
1210;1672;Undirected
1212;1348;Undirected
1213;4650;Undirected
1215;4987;Undirected
1216;1340;Undirected
1216;4719;Undirected
1219;4031;Undirected
1220;4417;Undirected
1223;3792;Undirected
1225;2464;Undirected
1228;3552;Undirected
1230;4645;Undirected
1231;3358;Undirected
1232;4316;Undirected
1235;4505;Undirected
1236;3915;Undirected
1237;2786;Undirected
1237;3814;Undirected
1238;2584;Undirected
1241;4728;Undirected
1244;2763;Undirected
1244;3222;Undirected
1246;3932;Undirected
1247;3852;Undirected
1249;3123;Undirected
1250;4020;Undirected
1251;3321;Undirected
1252;4223;Undirected
1253;2471;Undirected
1259;2199;Undirected
1262;1902;Undirected
1265;2375;Undirected
1266;2684;Undirected
1268;4834;Undirected
1269;4459;Undirected
1273;2935;Undirected
1276;3849;Undirected
1282;3095;Undirected
1284;4166;Undirected
1297;3904;Undirected
1303;4078;Undirected
1304;3062;Undirected
1305;2499;Undirected
1309;2650;Undirected
1322;1855;Undirected
1322;2426;Undirected
1325;1367;Undirected
1326;2533;Undirected
1327;1883;Undirected
1328;1818;Undirected
1329;2147;Undirected
1330;4703;Undirected
1333;3346;Undirected
1335;3486;Undirected
1336;4997;Undirected
1341;4976;Undirected
1347;1933;Undirected
1353;3384;Undirected
1353;4087;Undirected
1356;3911;Undirected
1357;4907;Undirected
1358;1588;Undirected
1361;4863;Undirected
1362;4348;Undirected
1364;1784;Undirected
1369;2186;Undirected
1369;4559;Undirected
1380;4078;Undirected
1382;4628;Undirected
1385;4883;Undirected
1388;3207;Undirected
1388;4466;Undirected
1388;4534;Undirected
1389;4036;Undirected
1390;4510;Undirected
1391;4329;Undirected
1395;2467;Undirected
1397;3534;Undirected
1399;3299;Undirected
1399;4559;Undirected
1401;4310;Undirected
1404;4661;Undirected
1408;1563;Undirected
1410;2710;Undirected
1411;3124;Undirected
1424;2443;Undirected
1426;2239;Undirected
1427;3419;Undirected
1429;1625;Undirected
1430;4473;Undirected
1432;4077;Undirected
1434;3133;Undirected
1435;2206;Undirected
1436;3288;Undirected
1437;1819;Undirected
1437;4797;Undirected
1439;4128;Undirected
1446;3812;Undirected
1446;4354;Undirected
1450;1635;Undirected
1452;4438;Undirected
1460;3114;Undirected
1461;1687;Undirected
1461;2627;Undirected
1462;2771;Undirected
1465;2481;Undirected
1466;1777;Undirected
1466;4822;Undirected
1467;3503;Undirected
1470;2949;Undirected
1473;3729;Undirected
1478;2579;Undirected
1479;3416;Undirected
1480;2433;Undirected
1488;2856;Undirected
1488;4046;Undirected
