Source;Target;Type
1;661;Undirected
2;230;Undirected
2;239;Undirected
2;376;Undirected
2;750;Undirected
5;586;Undirected
6;267;Undirected
7;650;Undirected
8;947;Undirected
13;856;Undirected
13;878;Undirected
13;953;Undirected
15;899;Undirected
16;522;Undirected
16;785;Undirected
17;123;Undirected
17;340;Undirected
17;681;Undirected
17;886;Undirected
18;487;Undirected
20;841;Undirected
22;187;Undirected
23;167;Undirected
23;302;Undirected
25;92;Undirected
25;442;Undirected
25;500;Undirected
26;487;Undirected
27;479;Undirected
28;506;Undirected
28;792;Undirected
30;663;Undirected
30;664;Undirected
32;355;Undirected
33;609;Undirected
35;551;Undirected
36;776;Undirected
38;352;Undirected
38;462;Undirected
39;134;Undirected
42;240;Undirected
42;485;Undirected
42;612;Undirected
42;647;Undirected
42;894;Undirected
43;919;Undirected
45;389;Undirected
45;897;Undirected
47;114;Undirected
47;122;Undirected
47;598;Undirected
47;970;Undirected
50;947;Undirected
52;258;Undirected
52;402;Undirected
53;208;Undirected
53;317;Undirected
54;149;Undirected
54;589;Undirected
57;590;Undirected
58;631;Undirected
59;143;Undirected
59;231;Undirected
60;977;Undirected
61;100;Undirected
61;264;Undirected
63;643;Undirected
64;580;Undirected
64;956;Undirected
65;755;Undirected
66;805;Undirected
67;388;Undirected
67;934;Undirected
69;973;Undirected
70;427;Undirected
71;374;Undirected
71;645;Undirected
72;98;Undirected
73;93;Undirected
75;183;Undirected
75;821;Undirected
76;266;Undirected
76;564;Undirected
77;474;Undirected
77;851;Undirected
81;372;Undirected
82;276;Undirected
83;263;Undirected
87;152;Undirected
88;156;Undirected
88;240;Undirected
90;165;Undirected
90;172;Undirected
90;750;Undirected
91;844;Undirected
92;617;Undirected
93;240;Undirected
94;211;Undirected
95;713;Undirected
98;526;Undirected
98;886;Undirected
99;286;Undirected
100;815;Undirected
101;187;Undirected
101;288;Undirected
101;688;Undirected
104;951;Undirected
107;155;Undirected
108;365;Undirected
111;576;Undirected
113;817;Undirected
114;638;Undirected
114;963;Undirected
116;281;Undirected
116;916;Undirected
119;568;Undirected
119;739;Undirected
119;817;Undirected
120;198;Undirected
123;654;Undirected
130;638;Undirected
131;206;Undirected
132;845;Undirected
133;386;Undirected
137;905;Undirected
138;252;Undirected
138;967;Undirected
140;699;Undirected
140;993;Undirected
141;352;Undirected
142;467;Undirected
145;901;Undirected
146;725;Undirected
151;576;Undirected
154;298;Undirected
154;304;Undirected
156;637;Undirected
157;483;Undirected
157;683;Undirected
158;700;Undirected
159;222;Undirected
159;437;Undirected
159;472;Undirected
159;934;Undirected
161;503;Undirected
162;835;Undirected
163;635;Undirected
165;494;Undirected
165;863;Undirected
168;256;Undirected
168;803;Undirected
171;308;Undirected
171;428;Undirected
171;443;Undirected
172;468;Undirected
173;243;Undirected
173;505;Undirected
175;651;Undirected
176;352;Undirected
176;861;Undirected
178;762;Undirected
179;979;Undirected
182;242;Undirected
184;850;Undirected
185;451;Undirected
185;751;Undirected
185;772;Undirected
187;465;Undirected
189;989;Undirected
192;374;Undirected
194;824;Undirected
195;288;Undirected
195;334;Undirected
196;465;Undirected
197;424;Undirected
197;734;Undirected
199;534;Undirected
199;898;Undirected
200;290;Undirected
200;342;Undirected
201;346;Undirected
201;626;Undirected
202;796;Undirected
203;961;Undirected
204;317;Undirected
204;963;Undirected
206;237;Undirected
206;949;Undirected
208;730;Undirected
210;637;Undirected
212;845;Undirected
212;902;Undirected
213;511;Undirected
218;712;Undirected
218;837;Undirected
220;695;Undirected
220;752;Undirected
221;559;Undirected
224;398;Undirected
226;430;Undirected
226;900;Undirected
230;348;Undirected
230;445;Undirected
233;510;Undirected
234;527;Undirected
236;380;Undirected
236;413;Undirected
238;657;Undirected
239;994;Undirected
241;856;Undirected
242;462;Undirected
242;485;Undirected
244;914;Undirected
246;353;Undirected
246;386;Undirected
247;355;Undirected
247;924;Undirected
251;313;Undirected
253;624;Undirected
255;887;Undirected
258;577;Undirected
262;343;Undirected
263;658;Undirected
263;789;Undirected
264;672;Undirected
265;542;Undirected
265;654;Undirected
269;538;Undirected
269;561;Undirected
275;999;Undirected
279;643;Undirected
279;682;Undirected
280;412;Undirected
