Source;Target;Type
1;2;Directed
1;3;Directed
1;4;Directed
1;5;Directed
2;3;Directed
2;4;Directed
2;5;Directed
3;4;Directed
3;5;Directed
4;5;Directed
6;6;Directed
6;6;Directed
6;2;Directed
6;5;Directed
7;1;Directed
7;3;Directed
7;2;Directed
7;4;Directed
8;4;Directed
8;3;Directed
8;1;Directed
8;5;Directed
9;4;Directed
9;4;Directed
9;1;Directed
9;7;Directed
10;5;Directed
10;3;Directed
10;7;Directed
10;3;Directed
11;2;Directed
11;11;Directed
11;4;Directed
11;11;Directed
12;3;Directed
12;12;Directed
12;11;Directed
12;1;Directed
13;12;Directed
13;4;Directed
13;13;Directed
13;4;Directed
14;8;Directed
14;3;Directed
14;12;Directed
14;10;Directed
15;14;Directed
15;5;Directed
15;2;Directed
15;15;Directed
16;7;Directed
16;3;Directed
16;12;Directed
16;13;Directed
17;9;Directed
17;2;Directed
17;12;Directed
17;3;Directed
18;8;Directed
18;7;Directed
18;9;Directed
18;1;Directed
19;6;Directed
19;17;Directed
19;13;Directed
19;1;Directed
20;16;Directed
20;7;Directed
20;2;Directed
20;13;Directed
21;19;Directed
21;21;Directed
21;11;Directed
21;20;Directed
22;9;Directed
22;15;Directed
22;12;Directed
22;12;Directed
23;12;Directed
23;9;Directed
23;13;Directed
23;9;Directed
24;16;Directed
24;12;Directed
24;3;Directed
24;16;Directed
25;25;Directed
25;4;Directed
25;14;Directed
25;21;Directed
26;16;Directed
26;5;Directed
26;1;Directed
26;24;Directed
27;11;Directed
27;19;Directed
27;20;Directed
27;27;Directed
28;25;Directed
28;21;Directed
28;21;Directed
28;6;Directed
29;11;Directed
29;23;Directed
29;4;Directed
29;22;Directed
30;13;Directed
30;4;Directed
30;28;Directed
30;12;Directed
31;24;Directed
31;8;Directed
31;25;Directed
31;22;Directed
32;5;Directed
32;25;Directed
32;17;Directed
32;8;Directed
33;13;Directed
33;15;Directed
33;22;Directed
33;30;Directed
34;8;Directed
34;29;Directed
34;7;Directed
34;2;Directed
35;16;Directed
35;32;Directed
35;12;Directed
35;28;Directed
36;36;Directed
36;28;Directed
36;30;Directed
36;8;Directed
37;22;Directed
37;25;Directed
37;20;Directed
37;9;Directed
38;2;Directed
38;1;Directed
38;7;Directed
38;9;Directed
39;25;Directed
39;35;Directed
39;30;Directed
39;2;Directed
40;31;Directed
40;30;Directed
40;28;Directed
40;7;Directed
41;21;Directed
41;5;Directed
41;18;Directed
41;24;Directed
42;12;Directed
42;6;Directed
42;3;Directed
42;27;Directed
43;29;Directed
43;24;Directed
43;26;Directed
43;21;Directed
44;25;Directed
44;40;Directed
44;33;Directed
44;6;Directed
45;44;Directed
45;28;Directed
45;9;Directed
45;19;Directed
46;12;Directed
46;23;Directed
46;46;Directed
46;18;Directed
47;24;Directed
47;5;Directed
47;9;Directed
47;2;Directed
48;48;Directed
48;13;Directed
48;40;Directed
48;30;Directed
49;32;Directed
49;1;Directed
49;47;Directed
49;45;Directed
50;45;Directed
50;9;Directed
50;13;Directed
50;4;Directed
51;49;Directed
51;12;Directed
51;41;Directed
51;1;Directed
52;30;Directed
52;35;Directed
52;5;Directed
52;8;Directed
53;36;Directed
53;13;Directed
53;46;Directed
53;11;Directed
