Source;Target;Type
1;2;Directed
1;3;Directed
1;4;Directed
2;3;Directed
2;4;Directed
3;4;Directed
5;5;Directed
5;2;Directed
5;1;Directed
6;3;Directed
6;2;Directed
6;4;Directed
7;6;Directed
7;5;Directed
7;3;Directed
8;3;Directed
8;1;Directed
8;5;Directed
9;5;Directed
9;3;Directed
9;8;Directed
10;1;Directed
10;2;Directed
10;1;Directed
11;8;Directed
11;3;Directed
11;1;Directed
12;9;Directed
12;8;Directed
12;5;Directed
13;13;Directed
13;5;Directed
13;10;Directed
14;1;Directed
14;2;Directed
14;11;Directed
15;7;Directed
15;15;Directed
15;3;Directed
16;10;Directed
16;13;Directed
16;4;Directed
17;13;Directed
17;11;Directed
17;4;Directed
18;18;Directed
18;14;Directed
18;10;Directed
19;3;Directed
19;7;Directed
19;13;Directed
20;17;Directed
20;7;Directed
20;7;Directed
21;12;Directed
21;6;Directed
21;20;Directed
22;10;Directed
22;14;Directed
22;17;Directed
23;21;Directed
23;15;Directed
23;1;Directed
24;1;Directed
24;10;Directed
24;2;Directed
25;16;Directed
25;24;Directed
25;23;Directed
26;9;Directed
26;10;Directed
26;25;Directed
27;20;Directed
27;27;Directed
27;9;Directed
28;28;Directed
28;11;Directed
28;15;Directed
29;27;Directed
29;11;Directed
29;24;Directed
30;17;Directed
30;29;Directed
30;6;Directed
31;22;Directed
31;13;Directed
31;30;Directed
32;8;Directed
32;14;Directed
32;26;Directed
33;16;Directed
33;30;Directed
33;16;Directed
34;31;Directed
34;27;Directed
34;14;Directed
35;3;Directed
35;14;Directed
35;12;Directed
36;20;Directed
36;5;Directed
36;22;Directed
37;28;Directed
37;3;Directed
37;37;Directed
38;21;Directed
38;1;Directed
38;28;Directed
39;15;Directed
39;22;Directed
39;18;Directed
40;36;Directed
40;7;Directed
40;7;Directed
41;33;Directed
41;39;Directed
41;20;Directed
42;31;Directed
42;3;Directed
42;25;Directed
43;34;Directed
43;17;Directed
43;28;Directed
44;43;Directed
44;44;Directed
44;29;Directed
45;25;Directed
45;16;Directed
45;20;Directed
46;1;Directed
46;39;Directed
46;2;Directed
47;29;Directed
47;24;Directed
47;27;Directed
48;15;Directed
48;14;Directed
48;38;Directed
49;21;Directed
49;3;Directed
49;16;Directed
50;25;Directed
50;9;Directed
50;26;Directed
51;8;Directed
51;34;Directed
51;4;Directed
52;10;Directed
52;40;Directed
52;7;Directed
53;30;Directed
53;28;Directed
53;17;Directed
54;11;Directed
54;30;Directed
54;17;Directed
55;39;Directed
55;24;Directed
55;39;Directed
56;31;Directed
56;34;Directed
56;40;Directed
57;12;Directed
57;16;Directed
57;7;Directed
58;32;Directed
58;8;Directed
58;55;Directed
59;47;Directed
59;27;Directed
59;58;Directed
60;40;Directed
60;45;Directed
60;26;Directed
61;18;Directed
61;44;Directed
61;38;Directed
62;11;Directed
62;55;Directed
62;8;Directed
63;37;Directed
63;51;Directed
63;35;Directed
64;15;Directed
64;20;Directed
64;34;Directed
65;13;Directed
65;38;Directed
65;46;Directed
66;16;Directed
66;21;Directed
66;6;Directed
67;29;Directed
67;38;Directed
67;18;Directed
68;30;Directed
68;62;Directed
68;11;Directed
69;36;Directed
69;4;Directed
69;52;Directed
70;33;Directed
