Source;Target;Type
1;2;Directed
1;3;Directed
1;4;Directed
1;5;Directed
1;6;Directed
1;7;Directed
1;8;Directed
1;9;Directed
2;3;Directed
2;4;Directed
2;5;Directed
2;6;Directed
2;7;Directed
2;8;Directed
2;9;Directed
3;4;Directed
3;5;Directed
3;6;Directed
3;7;Directed
3;8;Directed
3;9;Directed
4;5;Directed
4;6;Directed
4;7;Directed
4;8;Directed
4;9;Directed
5;6;Directed
5;7;Directed
5;8;Directed
5;9;Directed
6;7;Directed
6;8;Directed
6;9;Directed
7;8;Directed
7;9;Directed
8;9;Directed
6;2;Directed
6;1;Directed
6;1;Directed
6;1;Directed
6;1;Directed
6;1;Directed
6;6;Directed
6;3;Directed
7;1;Directed
7;7;Directed
7;5;Directed
7;2;Directed
7;5;Directed
7;4;Directed
7;6;Directed
7;7;Directed
8;1;Directed
8;3;Directed
8;5;Directed
8;1;Directed
8;6;Directed
8;6;Directed
8;8;Directed
8;2;Directed
9;2;Directed
9;7;Directed
9;5;Directed
9;7;Directed
9;6;Directed
9;4;Directed
9;9;Directed
9;5;Directed
10;7;Directed
10;4;Directed
10;9;Directed
10;9;Directed
10;9;Directed
10;10;Directed
10;5;Directed
10;10;Directed
11;6;Directed
11;5;Directed
11;10;Directed
11;9;Directed
11;3;Directed
11;11;Directed
11;6;Directed
11;11;Directed
12;11;Directed
12;12;Directed
12;5;Directed
12;5;Directed
12;2;Directed
12;2;Directed
12;6;Directed
12;11;Directed
13;8;Directed
13;9;Directed
13;9;Directed
13;8;Directed
13;5;Directed
13;8;Directed
13;3;Directed
13;2;Directed
14;9;Directed
14;13;Directed
14;3;Directed
14;6;Directed
14;11;Directed
14;12;Directed
14;4;Directed
14;13;Directed
15;2;Directed
15;10;Directed
15;9;Directed
15;5;Directed
15;5;Directed
15;6;Directed
15;13;Directed
15;12;Directed
16;6;Directed
16;12;Directed
16;4;Directed
16;6;Directed
16;10;Directed
16;14;Directed
16;16;Directed
16;5;Directed
17;3;Directed
17;5;Directed
17;10;Directed
17;6;Directed
17;8;Directed
17;8;Directed
17;9;Directed
17;14;Directed
18;10;Directed
18;9;Directed
18;16;Directed
18;13;Directed
18;8;Directed
18;5;Directed
18;5;Directed
18;12;Directed
19;19;Directed
19;19;Directed
19;9;Directed
19;16;Directed
19;6;Directed
19;13;Directed
19;7;Directed
19;17;Directed
20;2;Directed
20;11;Directed
20;9;Directed
20;8;Directed
20;8;Directed
20;15;Directed
20;13;Directed
20;19;Directed
21;14;Directed
21;9;Directed
21;4;Directed
21;4;Directed
21;14;Directed
21;12;Directed
21;14;Directed
21;12;Directed
22;21;Directed
22;21;Directed
22;13;Directed
22;2;Directed
22;8;Directed
22;8;Directed
22;4;Directed
22;14;Directed
23;13;Directed
23;9;Directed
23;12;Directed
23;11;Directed
23;8;Directed
23;7;Directed
23;23;Directed
23;21;Directed
24;20;Directed
24;14;Directed
24;18;Directed
24;14;Directed
24;10;Directed
24;1;Directed
24;23;Directed
24;24;Directed
25;10;Directed
25;5;Directed
25;2;Directed
25;20;Directed
25;6;Directed
25;21;Directed
25;15;Directed
25;25;Directed
26;11;Directed
26;17;Directed
26;20;Directed
26;17;Directed
26;2;Directed
26;23;Directed
