Source;Target;Type
1;2;Directed
1;3;Directed
1;4;Directed
2;3;Directed
2;4;Directed
3;4;Directed
5;2;Directed
5;4;Directed
5;2;Directed
6;2;Directed
6;3;Directed
6;6;Directed
7;5;Directed
7;2;Directed
7;2;Directed
8;3;Directed
8;6;Directed
8;4;Directed
9;9;Directed
9;2;Directed
9;1;Directed
10;4;Directed
10;6;Directed
10;4;Directed
11;6;Directed
11;3;Directed
11;4;Directed
12;7;Directed
12;6;Directed
12;9;Directed
13;8;Directed
13;4;Directed
13;9;Directed
14;9;Directed
14;10;Directed
14;9;Directed
15;15;Directed
15;10;Directed
15;11;Directed
16;11;Directed
16;6;Directed
16;3;Directed
17;5;Directed
17;7;Directed
17;4;Directed
18;8;Directed
18;7;Directed
18;11;Directed
19;16;Directed
19;18;Directed
19;8;Directed
20;6;Directed
20;14;Directed
20;10;Directed
21;9;Directed
21;20;Directed
21;8;Directed
22;8;Directed
22;12;Directed
22;4;Directed
23;12;Directed
23;16;Directed
23;15;Directed
24;9;Directed
24;23;Directed
24;17;Directed
25;25;Directed
25;2;Directed
25;2;Directed
26;5;Directed
26;20;Directed
26;22;Directed
27;17;Directed
27;16;Directed
27;2;Directed
28;2;Directed
28;6;Directed
28;13;Directed
29;22;Directed
29;16;Directed
29;28;Directed
30;28;Directed
30;26;Directed
30;2;Directed
31;31;Directed
31;15;Directed
31;17;Directed
32;12;Directed
32;5;Directed
32;32;Directed
33;26;Directed
33;27;Directed
33;18;Directed
34;12;Directed
34;8;Directed
34;8;Directed
35;2;Directed
35;26;Directed
35;24;Directed
36;5;Directed
36;28;Directed
36;28;Directed
37;35;Directed
37;1;Directed
37;24;Directed
38;35;Directed
38;34;Directed
38;12;Directed
39;26;Directed
39;29;Directed
39;5;Directed
40;12;Directed
40;20;Directed
40;20;Directed
41;31;Directed
41;22;Directed
41;40;Directed
42;35;Directed
42;41;Directed
42;18;Directed
43;15;Directed
43;30;Directed
43;19;Directed
44;36;Directed
44;43;Directed
44;26;Directed
45;7;Directed
45;28;Directed
45;30;Directed
46;23;Directed
46;19;Directed
46;20;Directed
47;30;Directed
47;41;Directed
47;31;Directed
48;4;Directed
48;32;Directed
48;10;Directed
49;33;Directed
49;7;Directed
49;34;Directed
50;18;Directed
50;16;Directed
50;1;Directed
51;37;Directed
51;4;Directed
51;18;Directed
52;27;Directed
52;48;Directed
52;34;Directed
53;36;Directed
53;53;Directed
53;36;Directed
54;53;Directed
54;20;Directed
54;44;Directed
55;53;Directed
55;20;Directed
55;23;Directed
56;27;Directed
56;38;Directed
56;16;Directed
57;8;Directed
57;1;Directed
57;21;Directed
58;49;Directed
58;1;Directed
58;44;Directed
59;16;Directed
59;3;Directed
59;33;Directed
60;13;Directed
60;21;Directed
60;7;Directed
61;23;Directed
61;58;Directed
61;51;Directed
62;36;Directed
62;23;Directed
62;10;Directed
63;41;Directed
63;28;Directed
63;33;Directed
64;1;Directed
64;24;Directed
64;58;Directed
65;38;Directed
65;36;Directed
65;46;Directed
66;19;Directed
66;17;Directed
66;56;Directed
67;51;Directed
67;14;Directed
67;4;Directed
68;59;Directed
68;57;Directed
68;61;Directed
69;69;Directed
69;52;Directed
69;67;Directed
70;6;Directed
