Source;Target;Type
1;2;Directed
1;3;Directed
1;4;Directed
1;5;Directed
2;3;Directed
2;4;Directed
2;5;Directed
3;4;Directed
3;5;Directed
4;5;Directed
6;6;Directed
6;2;Directed
6;5;Directed
6;4;Directed
7;3;Directed
7;1;Directed
7;7;Directed
7;2;Directed
8;1;Directed
8;2;Directed
8;3;Directed
8;2;Directed
9;5;Directed
9;4;Directed
9;1;Directed
9;1;Directed
10;6;Directed
10;4;Directed
10;2;Directed
10;9;Directed
11;1;Directed
11;5;Directed
11;8;Directed
11;11;Directed
12;8;Directed
12;1;Directed
12;5;Directed
12;12;Directed
13;9;Directed
13;1;Directed
13;3;Directed
13;2;Directed
14;4;Directed
14;10;Directed
14;8;Directed
14;5;Directed
15;13;Directed
15;8;Directed
15;8;Directed
15;8;Directed
16;5;Directed
16;13;Directed
16;6;Directed
16;4;Directed
17;16;Directed
17;16;Directed
17;16;Directed
17;3;Directed
18;3;Directed
18;18;Directed
18;11;Directed
18;8;Directed
19;2;Directed
19;8;Directed
19;2;Directed
19;9;Directed
20;19;Directed
20;12;Directed
20;5;Directed
20;20;Directed
21;13;Directed
21;6;Directed
21;19;Directed
21;8;Directed
22;1;Directed
22;3;Directed
22;10;Directed
22;20;Directed
23;12;Directed
23;8;Directed
23;18;Directed
23;6;Directed
24;11;Directed
24;6;Directed
24;14;Directed
24;24;Directed
25;19;Directed
25;25;Directed
25;3;Directed
25;22;Directed
26;25;Directed
26;20;Directed
26;24;Directed
26;18;Directed
27;2;Directed
27;25;Directed
27;18;Directed
27;16;Directed
28;3;Directed
28;21;Directed
28;1;Directed
28;1;Directed
29;23;Directed
29;2;Directed
29;27;Directed
29;22;Directed
30;17;Directed
30;10;Directed
30;14;Directed
30;17;Directed
31;26;Directed
31;4;Directed
31;17;Directed
31;9;Directed
32;23;Directed
32;19;Directed
32;9;Directed
32;26;Directed
33;31;Directed
33;11;Directed
33;27;Directed
33;32;Directed
34;24;Directed
34;18;Directed
34;7;Directed
34;28;Directed
35;24;Directed
35;34;Directed
35;3;Directed
35;9;Directed
36;6;Directed
36;17;Directed
36;9;Directed
36;18;Directed
37;37;Directed
37;35;Directed
37;27;Directed
37;5;Directed
38;29;Directed
38;5;Directed
38;36;Directed
38;28;Directed
39;22;Directed
39;32;Directed
39;2;Directed
39;19;Directed
40;16;Directed
40;20;Directed
40;3;Directed
40;1;Directed
41;22;Directed
41;27;Directed
41;6;Directed
41;8;Directed
42;20;Directed
42;33;Directed
42;14;Directed
42;31;Directed
43;37;Directed
43;25;Directed
43;35;Directed
43;31;Directed
44;27;Directed
44;43;Directed
44;39;Directed
44;37;Directed
45;1;Directed
45;13;Directed
45;30;Directed
45;40;Directed
46;23;Directed
46;9;Directed
46;46;Directed
46;25;Directed
47;44;Directed
47;24;Directed
47;43;Directed
47;38;Directed
48;36;Directed
48;12;Directed
48;24;Directed
48;45;Directed
49;1;Directed
49;11;Directed
49;42;Directed
49;9;Directed
50;7;Directed
50;21;Directed
50;6;Directed
50;26;Directed
51;6;Directed
51;30;Directed
51;27;Directed
51;2;Directed
52;8;Directed
52;45;Directed
52;6;Directed
52;3;Directed
53;26;Directed
53;33;Directed
53;29;Directed
53;3;Directed
