Source;Target;Type
1;2;Directed
1;3;Directed
1;4;Directed
2;3;Directed
2;4;Directed
3;4;Directed
5;4;Directed
5;4;Directed
5;1;Directed
6;2;Directed
6;6;Directed
6;3;Directed
7;3;Directed
7;7;Directed
7;5;Directed
8;8;Directed
8;5;Directed
8;6;Directed
9;7;Directed
9;4;Directed
9;7;Directed
10;1;Directed
10;3;Directed
10;5;Directed
11;4;Directed
11;3;Directed
11;7;Directed
12;10;Directed
12;10;Directed
12;7;Directed
13;4;Directed
13;12;Directed
13;5;Directed
14;14;Directed
14;5;Directed
14;14;Directed
15;6;Directed
15;12;Directed
15;9;Directed
16;9;Directed
16;6;Directed
16;7;Directed
17;11;Directed
17;7;Directed
17;5;Directed
18;5;Directed
18;18;Directed
18;2;Directed
19;4;Directed
19;15;Directed
19;15;Directed
20;1;Directed
20;3;Directed
20;3;Directed
21;8;Directed
21;11;Directed
21;7;Directed
22;8;Directed
22;7;Directed
22;3;Directed
23;1;Directed
23;13;Directed
23;23;Directed
24;9;Directed
24;3;Directed
24;21;Directed
25;24;Directed
25;18;Directed
25;6;Directed
26;12;Directed
26;15;Directed
26;13;Directed
27;19;Directed
27;8;Directed
27;5;Directed
28;10;Directed
28;20;Directed
28;16;Directed
29;25;Directed
29;15;Directed
29;9;Directed
30;15;Directed
30;18;Directed
30;25;Directed
31;5;Directed
31;25;Directed
31;22;Directed
32;10;Directed
32;30;Directed
32;23;Directed
33;29;Directed
33;6;Directed
33;4;Directed
34;4;Directed
34;34;Directed
34;28;Directed
35;13;Directed
35;4;Directed
35;14;Directed
36;15;Directed
36;25;Directed
36;8;Directed
37;25;Directed
37;14;Directed
37;10;Directed
38;32;Directed
38;32;Directed
38;10;Directed
39;10;Directed
39;24;Directed
39;23;Directed
40;15;Directed
40;8;Directed
40;5;Directed
41;14;Directed
41;34;Directed
41;16;Directed
42;2;Directed
42;40;Directed
42;34;Directed
43;40;Directed
43;12;Directed
43;7;Directed
44;41;Directed
44;13;Directed
44;34;Directed
45;2;Directed
45;1;Directed
45;24;Directed
46;46;Directed
46;32;Directed
46;11;Directed
47;6;Directed
47;30;Directed
47;27;Directed
48;27;Directed
48;35;Directed
48;45;Directed
49;48;Directed
49;19;Directed
49;3;Directed
50;36;Directed
50;18;Directed
50;48;Directed
51;33;Directed
51;35;Directed
51;12;Directed
52;1;Directed
52;32;Directed
52;13;Directed
53;52;Directed
53;47;Directed
53;43;Directed
54;11;Directed
54;28;Directed
54;25;Directed
55;16;Directed
55;55;Directed
55;13;Directed
56;53;Directed
56;56;Directed
56;38;Directed
57;32;Directed
57;45;Directed
57;44;Directed
58;50;Directed
58;1;Directed
58;26;Directed
59;22;Directed
59;41;Directed
59;36;Directed
60;18;Directed
60;58;Directed
60;15;Directed
61;33;Directed
61;53;Directed
61;30;Directed
62;36;Directed
62;13;Directed
62;50;Directed
63;5;Directed
63;2;Directed
63;62;Directed
64;58;Directed
64;55;Directed
64;38;Directed
65;20;Directed
65;47;Directed
65;55;Directed
66;28;Directed
66;52;Directed
66;53;Directed
67;44;Directed
67;43;Directed
67;46;Directed
68;50;Directed
68;32;Directed
68;60;Directed
69;18;Directed
69;61;Directed
69;47;Directed
70;55;Directed
