Source;Target;Type
1;2;Directed
1;3;Directed
1;4;Directed
1;5;Directed
1;6;Directed
1;7;Directed
1;8;Directed
1;9;Directed
2;3;Directed
2;4;Directed
2;5;Directed
2;6;Directed
2;7;Directed
2;8;Directed
2;9;Directed
3;4;Directed
3;5;Directed
3;6;Directed
3;7;Directed
3;8;Directed
3;9;Directed
4;5;Directed
4;6;Directed
4;7;Directed
4;8;Directed
4;9;Directed
5;6;Directed
5;7;Directed
5;8;Directed
5;9;Directed
6;7;Directed
6;8;Directed
6;9;Directed
7;8;Directed
7;9;Directed
8;9;Directed
6;1;Directed
6;5;Directed
6;3;Directed
6;3;Directed
6;1;Directed
6;6;Directed
6;4;Directed
6;1;Directed
7;6;Directed
7;5;Directed
7;3;Directed
7;2;Directed
7;1;Directed
7;6;Directed
7;3;Directed
7;2;Directed
8;1;Directed
8;3;Directed
8;6;Directed
8;5;Directed
8;5;Directed
8;7;Directed
8;2;Directed
8;6;Directed
9;5;Directed
9;1;Directed
9;5;Directed
9;2;Directed
9;9;Directed
9;8;Directed
9;3;Directed
9;9;Directed
10;2;Directed
10;10;Directed
10;5;Directed
10;8;Directed
10;6;Directed
10;4;Directed
10;8;Directed
10;4;Directed
11;10;Directed
11;11;Directed
11;5;Directed
11;10;Directed
11;1;Directed
11;10;Directed
11;9;Directed
11;2;Directed
12;4;Directed
12;9;Directed
12;2;Directed
12;5;Directed
12;6;Directed
12;10;Directed
12;12;Directed
12;10;Directed
13;1;Directed
13;12;Directed
13;10;Directed
13;3;Directed
13;1;Directed
13;6;Directed
13;7;Directed
13;1;Directed
14;8;Directed
14;5;Directed
14;14;Directed
14;11;Directed
14;8;Directed
14;7;Directed
14;9;Directed
14;14;Directed
15;7;Directed
15;2;Directed
15;10;Directed
15;12;Directed
15;7;Directed
15;13;Directed
15;11;Directed
15;4;Directed
16;16;Directed
16;8;Directed
16;8;Directed
16;3;Directed
16;8;Directed
16;16;Directed
16;6;Directed
16;1;Directed
17;10;Directed
17;11;Directed
17;15;Directed
17;6;Directed
17;11;Directed
17;8;Directed
17;8;Directed
17;1;Directed
18;7;Directed
18;17;Directed
18;1;Directed
18;10;Directed
18;8;Directed
18;9;Directed
18;4;Directed
18;7;Directed
19;11;Directed
19;15;Directed
19;19;Directed
19;3;Directed
19;5;Directed
19;12;Directed
19;8;Directed
19;9;Directed
20;12;Directed
20;4;Directed
20;6;Directed
20;6;Directed
20;8;Directed
20;17;Directed
20;13;Directed
20;1;Directed
21;5;Directed
21;8;Directed
21;19;Directed
21;11;Directed
21;3;Directed
21;10;Directed
21;18;Directed
21;4;Directed
22;22;Directed
22;19;Directed
22;14;Directed
22;8;Directed
22;19;Directed
22;19;Directed
22;3;Directed
22;19;Directed
23;18;Directed
23;20;Directed
23;21;Directed
23;11;Directed
23;13;Directed
23;1;Directed
23;8;Directed
23;7;Directed
24;2;Directed
24;17;Directed
24;22;Directed
24;7;Directed
24;1;Directed
24;7;Directed
24;4;Directed
24;9;Directed
25;25;Directed
25;21;Directed
25;14;Directed
25;14;Directed
25;4;Directed
25;21;Directed
25;15;Directed
25;23;Directed
26;5;Directed
26;10;Directed
26;19;Directed
26;13;Directed
26;25;Directed
26;16;Directed
