Source;Target;Type
1;2;Directed
1;3;Directed
1;4;Directed
2;3;Directed
2;4;Directed
3;4;Directed
5;1;Directed
5;3;Directed
5;5;Directed
6;1;Directed
6;4;Directed
6;1;Directed
7;1;Directed
7;1;Directed
7;7;Directed
8;3;Directed
8;1;Directed
8;1;Directed
9;8;Directed
9;1;Directed
9;7;Directed
10;9;Directed
10;4;Directed
10;4;Directed
11;6;Directed
11;3;Directed
11;6;Directed
12;4;Directed
12;1;Directed
12;4;Directed
13;1;Directed
13;8;Directed
13;4;Directed
14;9;Directed
14;11;Directed
14;12;Directed
15;13;Directed
15;4;Directed
15;3;Directed
16;6;Directed
16;3;Directed
16;10;Directed
17;8;Directed
17;7;Directed
17;15;Directed
18;10;Directed
18;4;Directed
18;17;Directed
19;18;Directed
19;6;Directed
19;18;Directed
20;14;Directed
20;20;Directed
20;13;Directed
21;18;Directed
21;11;Directed
21;21;Directed
22;12;Directed
22;1;Directed
22;13;Directed
23;3;Directed
23;14;Directed
23;23;Directed
24;21;Directed
24;5;Directed
24;19;Directed
25;5;Directed
25;3;Directed
25;10;Directed
26;5;Directed
26;20;Directed
26;14;Directed
27;13;Directed
27;24;Directed
27;13;Directed
28;6;Directed
28;8;Directed
28;14;Directed
29;20;Directed
29;21;Directed
29;23;Directed
30;15;Directed
30;7;Directed
30;19;Directed
31;17;Directed
31;8;Directed
31;20;Directed
32;7;Directed
32;8;Directed
32;23;Directed
33;17;Directed
33;23;Directed
33;23;Directed
34;12;Directed
34;7;Directed
34;23;Directed
35;16;Directed
35;18;Directed
35;8;Directed
36;32;Directed
36;17;Directed
36;26;Directed
37;12;Directed
37;26;Directed
37;9;Directed
38;10;Directed
38;21;Directed
38;9;Directed
39;22;Directed
39;1;Directed
39;20;Directed
40;18;Directed
40;8;Directed
40;10;Directed
41;13;Directed
41;14;Directed
41;33;Directed
42;42;Directed
42;39;Directed
42;8;Directed
43;9;Directed
43;29;Directed
43;28;Directed
44;12;Directed
44;16;Directed
44;34;Directed
45;42;Directed
45;13;Directed
45;5;Directed
46;35;Directed
46;5;Directed
46;43;Directed
47;26;Directed
47;46;Directed
47;25;Directed
48;25;Directed
48;4;Directed
48;10;Directed
49;30;Directed
49;44;Directed
49;30;Directed
50;4;Directed
50;36;Directed
50;2;Directed
51;7;Directed
51;9;Directed
51;47;Directed
52;26;Directed
52;20;Directed
52;41;Directed
53;38;Directed
53;28;Directed
53;12;Directed
54;19;Directed
54;10;Directed
54;50;Directed
55;45;Directed
55;46;Directed
55;18;Directed
56;29;Directed
56;39;Directed
56;46;Directed
57;18;Directed
57;33;Directed
57;41;Directed
58;32;Directed
58;56;Directed
58;31;Directed
59;3;Directed
59;57;Directed
59;24;Directed
60;1;Directed
60;14;Directed
60;11;Directed
61;20;Directed
61;25;Directed
61;59;Directed
62;25;Directed
62;24;Directed
62;60;Directed
63;27;Directed
63;59;Directed
63;26;Directed
64;33;Directed
64;44;Directed
64;38;Directed
65;65;Directed
65;11;Directed
65;38;Directed
66;34;Directed
66;57;Directed
66;18;Directed
67;5;Directed
67;56;Directed
67;61;Directed
68;21;Directed
68;20;Directed
68;53;Directed
69;29;Directed
69;65;Directed
69;25;Directed
70;20;Directed
