Source;Target;Type
1;2;Directed
1;3;Directed
1;4;Directed
1;5;Directed
2;3;Directed
2;4;Directed
2;5;Directed
3;4;Directed
3;5;Directed
4;5;Directed
6;3;Directed
6;5;Directed
6;3;Directed
6;1;Directed
7;4;Directed
7;3;Directed
7;6;Directed
7;6;Directed
8;2;Directed
8;1;Directed
8;5;Directed
8;1;Directed
9;4;Directed
9;9;Directed
9;3;Directed
9;5;Directed
10;1;Directed
10;2;Directed
10;8;Directed
10;3;Directed
11;9;Directed
11;5;Directed
11;1;Directed
11;2;Directed
12;2;Directed
12;1;Directed
12;10;Directed
12;3;Directed
13;10;Directed
13;1;Directed
13;8;Directed
13;9;Directed
14;5;Directed
14;4;Directed
14;6;Directed
14;4;Directed
15;11;Directed
15;12;Directed
15;5;Directed
15;6;Directed
16;13;Directed
16;4;Directed
16;2;Directed
16;6;Directed
17;2;Directed
17;10;Directed
17;17;Directed
17;12;Directed
18;4;Directed
18;14;Directed
18;12;Directed
18;3;Directed
19;19;Directed
19;17;Directed
19;13;Directed
19;8;Directed
20;4;Directed
20;13;Directed
20;15;Directed
20;3;Directed
21;19;Directed
21;12;Directed
21;4;Directed
21;19;Directed
22;1;Directed
22;12;Directed
22;12;Directed
22;1;Directed
23;12;Directed
23;18;Directed
23;21;Directed
23;12;Directed
24;7;Directed
24;7;Directed
24;7;Directed
24;22;Directed
25;8;Directed
25;8;Directed
25;20;Directed
25;18;Directed
26;9;Directed
26;2;Directed
26;25;Directed
26;17;Directed
27;5;Directed
27;24;Directed
27;8;Directed
27;17;Directed
28;8;Directed
28;27;Directed
28;25;Directed
28;18;Directed
29;16;Directed
29;21;Directed
29;22;Directed
29;20;Directed
30;12;Directed
30;18;Directed
30;7;Directed
30;10;Directed
31;3;Directed
31;3;Directed
31;21;Directed
31;6;Directed
32;31;Directed
32;27;Directed
32;5;Directed
32;13;Directed
33;22;Directed
33;14;Directed
33;24;Directed
33;9;Directed
34;10;Directed
34;26;Directed
34;10;Directed
34;30;Directed
35;32;Directed
35;33;Directed
35;32;Directed
35;21;Directed
36;30;Directed
36;14;Directed
36;24;Directed
36;13;Directed
37;10;Directed
37;16;Directed
37;7;Directed
37;30;Directed
38;31;Directed
38;37;Directed
38;14;Directed
38;34;Directed
39;15;Directed
39;10;Directed
39;7;Directed
39;8;Directed
40;28;Directed
40;6;Directed
40;29;Directed
40;29;Directed
41;21;Directed
41;13;Directed
41;36;Directed
41;11;Directed
42;19;Directed
42;17;Directed
42;32;Directed
42;34;Directed
43;29;Directed
43;40;Directed
43;23;Directed
43;16;Directed
44;21;Directed
44;39;Directed
44;19;Directed
44;20;Directed
45;28;Directed
45;5;Directed
45;3;Directed
45;7;Directed
46;44;Directed
46;25;Directed
46;34;Directed
46;29;Directed
47;31;Directed
47;44;Directed
47;47;Directed
47;16;Directed
48;10;Directed
48;16;Directed
48;13;Directed
48;18;Directed
49;12;Directed
49;38;Directed
49;20;Directed
49;27;Directed
50;43;Directed
50;27;Directed
50;14;Directed
50;32;Directed
51;28;Directed
51;4;Directed
51;1;Directed
51;25;Directed
52;35;Directed
52;4;Directed
52;11;Directed
52;15;Directed
53;48;Directed
53;8;Directed
53;36;Directed
53;24;Directed
