Source;Target;Type
1;2;Directed
1;3;Directed
1;4;Directed
1;5;Directed
2;3;Directed
2;4;Directed
2;5;Directed
3;4;Directed
3;5;Directed
4;5;Directed
6;6;Directed
6;2;Directed
6;6;Directed
6;3;Directed
7;3;Directed
7;7;Directed
7;5;Directed
7;6;Directed
8;5;Directed
8;8;Directed
8;6;Directed
8;8;Directed
9;4;Directed
9;8;Directed
9;1;Directed
9;5;Directed
10;2;Directed
10;2;Directed
10;5;Directed
10;7;Directed
11;9;Directed
11;7;Directed
11;11;Directed
11;8;Directed
12;5;Directed
12;7;Directed
12;2;Directed
12;4;Directed
13;3;Directed
13;2;Directed
13;10;Directed
13;7;Directed
14;5;Directed
14;1;Directed
14;13;Directed
14;9;Directed
15;11;Directed
15;11;Directed
15;10;Directed
15;9;Directed
16;9;Directed
16;5;Directed
16;2;Directed
16;2;Directed
17;6;Directed
17;8;Directed
17;13;Directed
17;6;Directed
18;12;Directed
18;4;Directed
18;2;Directed
18;3;Directed
19;2;Directed
19;18;Directed
19;5;Directed
19;11;Directed
20;19;Directed
20;9;Directed
20;5;Directed
20;18;Directed
21;13;Directed
21;20;Directed
21;12;Directed
21;20;Directed
22;11;Directed
22;18;Directed
22;17;Directed
22;3;Directed
23;9;Directed
23;14;Directed
23;13;Directed
23;8;Directed
24;17;Directed
24;4;Directed
24;15;Directed
24;2;Directed
25;21;Directed
25;19;Directed
25;17;Directed
25;19;Directed
26;4;Directed
26;9;Directed
26;26;Directed
26;2;Directed
27;20;Directed
27;24;Directed
27;17;Directed
27;19;Directed
28;20;Directed
28;3;Directed
28;22;Directed
28;26;Directed
29;5;Directed
29;21;Directed
29;25;Directed
29;27;Directed
30;29;Directed
30;8;Directed
30;10;Directed
30;9;Directed
31;30;Directed
31;22;Directed
31;2;Directed
31;23;Directed
32;28;Directed
32;25;Directed
32;17;Directed
32;21;Directed
33;14;Directed
33;20;Directed
33;8;Directed
33;33;Directed
34;16;Directed
34;18;Directed
34;34;Directed
34;1;Directed
35;14;Directed
35;26;Directed
35;16;Directed
35;15;Directed
36;10;Directed
36;3;Directed
36;17;Directed
36;5;Directed
37;8;Directed
37;23;Directed
37;22;Directed
37;23;Directed
38;36;Directed
38;32;Directed
38;15;Directed
38;18;Directed
39;30;Directed
39;13;Directed
39;2;Directed
39;14;Directed
40;15;Directed
40;3;Directed
40;23;Directed
40;7;Directed
41;7;Directed
41;12;Directed
41;37;Directed
41;23;Directed
42;23;Directed
42;5;Directed
42;25;Directed
42;14;Directed
43;21;Directed
43;43;Directed
43;35;Directed
43;30;Directed
44;44;Directed
44;30;Directed
44;40;Directed
44;43;Directed
45;4;Directed
45;24;Directed
45;30;Directed
45;33;Directed
46;31;Directed
46;25;Directed
46;18;Directed
46;21;Directed
47;37;Directed
47;3;Directed
47;22;Directed
47;42;Directed
48;43;Directed
48;10;Directed
48;47;Directed
48;31;Directed
49;25;Directed
49;19;Directed
49;38;Directed
49;40;Directed
50;2;Directed
50;50;Directed
50;23;Directed
50;49;Directed
51;36;Directed
51;38;Directed
51;26;Directed
51;42;Directed
52;44;Directed
52;50;Directed
52;7;Directed
52;14;Directed
53;38;Directed
53;16;Directed
53;28;Directed
53;41;Directed
