Source;Target;Type
1;2;Directed
1;3;Directed
1;4;Directed
2;3;Directed
2;4;Directed
3;4;Directed
5;5;Directed
5;2;Directed
5;3;Directed
6;3;Directed
6;1;Directed
6;3;Directed
7;1;Directed
7;4;Directed
7;7;Directed
8;3;Directed
8;8;Directed
8;6;Directed
9;8;Directed
9;5;Directed
9;1;Directed
10;10;Directed
10;6;Directed
10;10;Directed
11;6;Directed
11;10;Directed
11;6;Directed
12;1;Directed
12;12;Directed
12;12;Directed
13;2;Directed
13;10;Directed
13;8;Directed
14;6;Directed
14;5;Directed
14;6;Directed
15;4;Directed
15;9;Directed
15;8;Directed
16;10;Directed
16;7;Directed
16;10;Directed
17;17;Directed
17;1;Directed
17;4;Directed
18;13;Directed
18;15;Directed
18;12;Directed
19;13;Directed
19;16;Directed
19;7;Directed
20;20;Directed
20;19;Directed
20;2;Directed
21;13;Directed
21;16;Directed
21;20;Directed
22;15;Directed
22;16;Directed
22;7;Directed
23;11;Directed
23;17;Directed
23;14;Directed
24;6;Directed
24;12;Directed
24;11;Directed
25;1;Directed
25;16;Directed
25;2;Directed
26;12;Directed
26;24;Directed
26;5;Directed
27;23;Directed
27;18;Directed
27;18;Directed
28;18;Directed
28;21;Directed
28;16;Directed
29;5;Directed
29;20;Directed
29;5;Directed
30;18;Directed
30;26;Directed
30;3;Directed
31;20;Directed
31;23;Directed
31;22;Directed
32;11;Directed
32;22;Directed
32;17;Directed
33;21;Directed
33;22;Directed
33;31;Directed
34;14;Directed
34;15;Directed
34;23;Directed
35;32;Directed
35;4;Directed
35;1;Directed
36;19;Directed
36;5;Directed
36;7;Directed
37;27;Directed
37;10;Directed
37;16;Directed
38;18;Directed
38;9;Directed
38;3;Directed
39;6;Directed
39;37;Directed
39;37;Directed
40;34;Directed
40;13;Directed
40;37;Directed
41;2;Directed
41;28;Directed
41;14;Directed
42;26;Directed
42;42;Directed
42;16;Directed
43;31;Directed
43;8;Directed
43;26;Directed
44;38;Directed
44;4;Directed
44;39;Directed
45;45;Directed
45;17;Directed
45;38;Directed
46;44;Directed
46;41;Directed
46;21;Directed
47;15;Directed
47;14;Directed
47;3;Directed
48;12;Directed
48;31;Directed
48;2;Directed
49;14;Directed
49;44;Directed
49;31;Directed
50;29;Directed
50;27;Directed
50;37;Directed
51;37;Directed
51;30;Directed
51;41;Directed
52;14;Directed
52;42;Directed
52;45;Directed
53;16;Directed
53;4;Directed
53;1;Directed
54;27;Directed
54;3;Directed
54;45;Directed
55;7;Directed
55;42;Directed
55;51;Directed
56;47;Directed
56;37;Directed
56;6;Directed
57;41;Directed
57;51;Directed
57;36;Directed
58;21;Directed
58;51;Directed
58;39;Directed
59;1;Directed
59;41;Directed
59;9;Directed
60;13;Directed
60;5;Directed
60;48;Directed
61;6;Directed
61;14;Directed
61;38;Directed
62;14;Directed
62;31;Directed
62;41;Directed
63;21;Directed
63;30;Directed
63;43;Directed
64;61;Directed
64;46;Directed
64;30;Directed
65;44;Directed
65;12;Directed
65;31;Directed
66;64;Directed
66;32;Directed
66;20;Directed
67;31;Directed
67;34;Directed
67;50;Directed
68;63;Directed
68;43;Directed
68;38;Directed
69;53;Directed
69;33;Directed
69;1;Directed
70;8;Directed
