Source;Target;Type
1;2;Undirected
1;3;Undirected
1;4;Undirected
2;3;Undirected
2;4;Undirected
3;4;Undirected
5;1;Undirected
5;1;Undirected
5;4;Undirected
6;4;Undirected
6;1;Undirected
6;5;Undirected
7;2;Undirected
7;3;Undirected
7;7;Undirected
8;5;Undirected
8;1;Undirected
8;7;Undirected
9;6;Undirected
9;3;Undirected
9;2;Undirected
10;9;Undirected
10;10;Undirected
10;10;Undirected
11;10;Undirected
11;3;Undirected
11;1;Undirected
12;11;Undirected
12;9;Undirected
12;4;Undirected
13;10;Undirected
13;11;Undirected
13;3;Undirected
14;11;Undirected
14;2;Undirected
14;2;Undirected
15;7;Undirected
15;11;Undirected
15;11;Undirected
16;9;Undirected
16;3;Undirected
16;4;Undirected
17;9;Undirected
17;16;Undirected
17;15;Undirected
18;3;Undirected
18;3;Undirected
18;3;Undirected
19;8;Undirected
19;4;Undirected
19;11;Undirected
20;7;Undirected
20;6;Undirected
20;20;Undirected
21;6;Undirected
21;17;Undirected
21;9;Undirected
22;12;Undirected
22;9;Undirected
22;8;Undirected
23;19;Undirected
23;8;Undirected
23;1;Undirected
24;20;Undirected
24;19;Undirected
24;10;Undirected
25;5;Undirected
25;19;Undirected
25;2;Undirected
26;18;Undirected
26;21;Undirected
26;4;Undirected
27;16;Undirected
27;17;Undirected
27;19;Undirected
28;15;Undirected
28;5;Undirected
28;20;Undirected
29;8;Undirected
29;19;Undirected
29;18;Undirected
30;2;Undirected
30;25;Undirected
30;16;Undirected
31;22;Undirected
31;11;Undirected
31;13;Undirected
32;31;Undirected
32;32;Undirected
32;6;Undirected
33;10;Undirected
33;8;Undirected
33;14;Undirected
34;9;Undirected
34;18;Undirected
34;28;Undirected
35;20;Undirected
35;31;Undirected
35;31;Undirected
36;9;Undirected
36;12;Undirected
36;25;Undirected
37;27;Undirected
37;32;Undirected
37;22;Undirected
38;11;Undirected
38;8;Undirected
38;30;Undirected
39;33;Undirected
39;36;Undirected
39;34;Undirected
40;15;Undirected
40;39;Undirected
40;18;Undirected
41;8;Undirected
41;30;Undirected
41;25;Undirected
42;41;Undirected
42;16;Undirected
42;14;Undirected
43;30;Undirected
43;17;Undirected
43;2;Undirected
44;30;Undirected
44;40;Undirected
44;38;Undirected
45;36;Undirected
45;9;Undirected
45;5;Undirected
46;13;Undirected
46;34;Undirected
46;35;Undirected
47;38;Undirected
47;15;Undirected
47;29;Undirected
48;44;Undirected
48;11;Undirected
48;32;Undirected
49;6;Undirected
49;39;Undirected
49;29;Undirected
50;44;Undirected
50;28;Undirected
50;24;Undirected
51;22;Undirected
51;16;Undirected
51;37;Undirected
52;41;Undirected
52;23;Undirected
52;12;Undirected
53;11;Undirected
53;22;Undirected
53;29;Undirected
54;25;Undirected
54;9;Undirected
54;39;Undirected
55;45;Undirected
55;7;Undirected
55;24;Undirected
56;16;Undirected
56;20;Undirected
56;28;Undirected
57;7;Undirected
57;24;Undirected
57;9;Undirected
58;29;Undirected
58;36;Undirected
58;24;Undirected
59;11;Undirected
59;13;Undirected
59;47;Undirected
60;2;Undirected
60;15;Undirected
60;34;Undirected
61;17;Undirected
61;3;Undirected
61;26;Undirected
62;25;Undirected
62;8;Undirected
62;56;Undirected
63;1;Undirected
63;38;Undirected
63;48;Undirected
64;25;Undirected
64;13;Undirected
64;52;Undirected
65;16;Undirected
65;58;Undirected
65;15;Undirected
66;45;Undirected
66;60;Undirected
66;5;Undirected
67;67;Undirected
67;50;Undirected
67;29;Undirected
68;56;Undirected
