Source;Target;Type
1;2;Undirected
1;3;Undirected
1;4;Undirected
1;5;Undirected
2;3;Undirected
2;4;Undirected
2;5;Undirected
3;4;Undirected
3;5;Undirected
4;5;Undirected
6;2;Undirected
6;1;Undirected
6;2;Undirected
6;3;Undirected
7;2;Undirected
7;5;Undirected
7;5;Undirected
7;2;Undirected
8;2;Undirected
8;4;Undirected
8;3;Undirected
8;1;Undirected
9;4;Undirected
9;8;Undirected
9;1;Undirected
9;9;Undirected
10;1;Undirected
10;4;Undirected
10;1;Undirected
10;3;Undirected
11;2;Undirected
11;10;Undirected
11;4;Undirected
11;3;Undirected
12;9;Undirected
12;4;Undirected
12;11;Undirected
12;2;Undirected
13;2;Undirected
13;1;Undirected
13;11;Undirected
13;12;Undirected
14;6;Undirected
14;4;Undirected
14;3;Undirected
14;5;Undirected
15;6;Undirected
15;4;Undirected
15;12;Undirected
15;4;Undirected
16;10;Undirected
16;6;Undirected
16;2;Undirected
16;8;Undirected
17;1;Undirected
17;17;Undirected
17;3;Undirected
17;13;Undirected
18;18;Undirected
18;6;Undirected
18;8;Undirected
18;18;Undirected
19;18;Undirected
19;14;Undirected
19;8;Undirected
19;3;Undirected
20;17;Undirected
20;13;Undirected
20;12;Undirected
20;18;Undirected
21;9;Undirected
21;5;Undirected
21;18;Undirected
21;11;Undirected
22;16;Undirected
22;1;Undirected
22;12;Undirected
22;21;Undirected
23;8;Undirected
23;2;Undirected
23;12;Undirected
23;12;Undirected
24;11;Undirected
24;22;Undirected
24;10;Undirected
24;9;Undirected
25;4;Undirected
25;25;Undirected
25;16;Undirected
25;8;Undirected
26;19;Undirected
26;25;Undirected
26;12;Undirected
26;21;Undirected
27;2;Undirected
27;22;Undirected
27;27;Undirected
27;18;Undirected
28;12;Undirected
28;3;Undirected
28;7;Undirected
28;24;Undirected
29;6;Undirected
29;23;Undirected
29;27;Undirected
29;26;Undirected
30;25;Undirected
30;3;Undirected
30;20;Undirected
30;29;Undirected
31;18;Undirected
31;2;Undirected
31;9;Undirected
31;14;Undirected
32;5;Undirected
32;15;Undirected
32;29;Undirected
32;5;Undirected
33;31;Undirected
33;23;Undirected
33;15;Undirected
33;1;Undirected
34;17;Undirected
34;20;Undirected
34;7;Undirected
34;12;Undirected
35;26;Undirected
35;10;Undirected
35;30;Undirected
35;35;Undirected
36;27;Undirected
36;4;Undirected
36;28;Undirected
36;8;Undirected
37;25;Undirected
37;17;Undirected
37;17;Undirected
37;21;Undirected
38;14;Undirected
38;17;Undirected
38;18;Undirected
38;13;Undirected
39;23;Undirected
39;24;Undirected
39;16;Undirected
39;13;Undirected
40;35;Undirected
40;34;Undirected
40;4;Undirected
40;25;Undirected
41;31;Undirected
41;31;Undirected
41;13;Undirected
41;34;Undirected
42;15;Undirected
42;39;Undirected
42;30;Undirected
42;19;Undirected
43;12;Undirected
43;29;Undirected
43;21;Undirected
43;35;Undirected
44;27;Undirected
44;3;Undirected
44;26;Undirected
44;37;Undirected
45;6;Undirected
45;8;Undirected
45;16;Undirected
45;37;Undirected
46;39;Undirected
46;13;Undirected
46;40;Undirected
46;27;Undirected
47;16;Undirected
47;10;Undirected
47;46;Undirected
47;24;Undirected
48;21;Undirected
48;11;Undirected
48;15;Undirected
48;9;Undirected
49;49;Undirected
49;19;Undirected
49;12;Undirected
49;24;Undirected
50;41;Undirected
50;36;Undirected
50;41;Undirected
50;4;Undirected
51;23;Undirected
51;15;Undirected
51;16;Undirected
51;2;Undirected
52;46;Undirected
52;41;Undirected
