Source;Target;Type
1;2;Undirected
1;3;Undirected
1;4;Undirected
2;3;Undirected
2;4;Undirected
3;4;Undirected
5;4;Undirected
5;5;Undirected
5;1;Undirected
6;2;Undirected
6;1;Undirected
6;4;Undirected
7;6;Undirected
7;2;Undirected
7;7;Undirected
8;3;Undirected
8;2;Undirected
8;7;Undirected
9;4;Undirected
9;3;Undirected
9;2;Undirected
10;2;Undirected
10;3;Undirected
10;8;Undirected
11;10;Undirected
11;10;Undirected
11;7;Undirected
12;2;Undirected
12;3;Undirected
12;4;Undirected
13;12;Undirected
13;6;Undirected
13;7;Undirected
14;9;Undirected
14;2;Undirected
14;3;Undirected
15;1;Undirected
15;14;Undirected
15;10;Undirected
16;15;Undirected
16;7;Undirected
16;9;Undirected
17;16;Undirected
17;10;Undirected
17;9;Undirected
18;1;Undirected
18;2;Undirected
18;12;Undirected
19;19;Undirected
19;17;Undirected
19;12;Undirected
20;2;Undirected
20;9;Undirected
20;16;Undirected
21;11;Undirected
21;2;Undirected
21;11;Undirected
22;17;Undirected
22;15;Undirected
22;18;Undirected
23;17;Undirected
23;11;Undirected
23;11;Undirected
24;16;Undirected
24;22;Undirected
24;14;Undirected
25;11;Undirected
25;16;Undirected
25;25;Undirected
26;3;Undirected
26;13;Undirected
26;2;Undirected
27;10;Undirected
27;21;Undirected
27;17;Undirected
28;9;Undirected
28;11;Undirected
28;20;Undirected
29;28;Undirected
29;13;Undirected
29;26;Undirected
30;22;Undirected
30;15;Undirected
30;1;Undirected
31;21;Undirected
31;2;Undirected
31;8;Undirected
32;6;Undirected
32;23;Undirected
32;25;Undirected
33;29;Undirected
33;21;Undirected
33;5;Undirected
34;9;Undirected
34;28;Undirected
34;13;Undirected
35;18;Undirected
35;33;Undirected
35;25;Undirected
36;30;Undirected
36;30;Undirected
36;33;Undirected
37;18;Undirected
37;21;Undirected
37;28;Undirected
38;21;Undirected
38;11;Undirected
38;8;Undirected
39;24;Undirected
39;27;Undirected
39;19;Undirected
40;2;Undirected
40;39;Undirected
40;17;Undirected
41;27;Undirected
41;3;Undirected
41;15;Undirected
42;6;Undirected
42;7;Undirected
42;37;Undirected
43;2;Undirected
43;26;Undirected
43;15;Undirected
44;2;Undirected
44;16;Undirected
44;23;Undirected
45;40;Undirected
45;30;Undirected
45;28;Undirected
46;36;Undirected
46;18;Undirected
46;40;Undirected
47;10;Undirected
47;45;Undirected
47;18;Undirected
48;12;Undirected
48;6;Undirected
48;34;Undirected
49;9;Undirected
49;24;Undirected
49;44;Undirected
50;40;Undirected
50;45;Undirected
50;34;Undirected
51;16;Undirected
51;50;Undirected
51;2;Undirected
52;39;Undirected
52;5;Undirected
52;30;Undirected
53;52;Undirected
53;50;Undirected
53;14;Undirected
54;15;Undirected
54;13;Undirected
54;38;Undirected
55;23;Undirected
55;3;Undirected
55;24;Undirected
56;25;Undirected
56;24;Undirected
56;44;Undirected
57;48;Undirected
57;14;Undirected
57;31;Undirected
58;19;Undirected
58;34;Undirected
58;56;Undirected
59;50;Undirected
59;31;Undirected
59;48;Undirected
60;54;Undirected
60;58;Undirected
60;47;Undirected
61;21;Undirected
61;22;Undirected
61;17;Undirected
62;6;Undirected
62;59;Undirected
62;28;Undirected
63;36;Undirected
63;7;Undirected
63;42;Undirected
64;57;Undirected
64;17;Undirected
64;31;Undirected
65;7;Undirected
65;53;Undirected
65;15;Undirected
66;42;Undirected
66;44;Undirected
66;23;Undirected
67;67;Undirected
67;47;Undirected
67;61;Undirected
68;6;Undirected
