Source;Target;Type
1;2;Undirected
1;3;Undirected
1;4;Undirected
1;5;Undirected
2;3;Undirected
2;4;Undirected
2;5;Undirected
3;4;Undirected
3;5;Undirected
4;5;Undirected
6;5;Undirected
6;3;Undirected
6;1;Undirected
6;4;Undirected
7;5;Undirected
7;6;Undirected
7;4;Undirected
7;3;Undirected
8;6;Undirected
8;7;Undirected
8;4;Undirected
8;5;Undirected
9;5;Undirected
9;2;Undirected
9;3;Undirected
9;6;Undirected
10;9;Undirected
10;5;Undirected
10;4;Undirected
10;7;Undirected
11;2;Undirected
11;10;Undirected
11;5;Undirected
11;3;Undirected
12;1;Undirected
12;10;Undirected
12;9;Undirected
12;6;Undirected
13;8;Undirected
13;2;Undirected
13;12;Undirected
13;4;Undirected
14;3;Undirected
14;2;Undirected
14;10;Undirected
14;1;Undirected
15;9;Undirected
15;2;Undirected
15;6;Undirected
15;7;Undirected
16;12;Undirected
16;5;Undirected
16;11;Undirected
16;10;Undirected
17;2;Undirected
17;1;Undirected
17;10;Undirected
17;16;Undirected
18;2;Undirected
18;15;Undirected
18;16;Undirected
18;13;Undirected
19;6;Undirected
19;2;Undirected
19;10;Undirected
19;17;Undirected
20;9;Undirected
20;7;Undirected
20;19;Undirected
20;11;Undirected
21;2;Undirected
21;4;Undirected
21;19;Undirected
21;1;Undirected
22;20;Undirected
22;14;Undirected
22;9;Undirected
22;7;Undirected
23;21;Undirected
23;16;Undirected
23;22;Undirected
23;19;Undirected
24;18;Undirected
24;13;Undirected
24;17;Undirected
24;15;Undirected
25;3;Undirected
25;13;Undirected
25;12;Undirected
25;16;Undirected
26;12;Undirected
26;4;Undirected
26;22;Undirected
26;8;Undirected
27;17;Undirected
27;16;Undirected
27;20;Undirected
27;23;Undirected
28;25;Undirected
28;24;Undirected
28;19;Undirected
28;16;Undirected
29;6;Undirected
29;2;Undirected
29;12;Undirected
29;21;Undirected
30;11;Undirected
30;12;Undirected
30;23;Undirected
30;20;Undirected
